no_test,id,fakultas,pekerjaan_ayah,pekerjaan_ibu,pendapatan_class,penghasilan_ayah,penghasilan_ibu,kepemilikan_rumah,koreksi_pengeluaran_mhs_iuran_sekolah,kendaraan,sekolah,listrik,keberadaan_orangtua,pajak,ukt_rev
231710161172,1514,5,6,1,8,10746463,0,7,450000,3,4,3,2.0,1779000.0,8
231710161178,3560,10,6,6,7,3300000,637000,7,250000,3,4,3,2.0,230000.0,7
231710161185,2743,7,0,8,8,0,3500000,4,450000,3,4,4,1.0,280000.0,5
231710161220,4231,5,0,1,1,0,750000,1,0,1,3,3,1.0,0.0,1
231710161261,3561,10,6,5,1,1680000,0,1,200000,3,3,3,2.0,136500.0,3
231710161262,1295,5,6,1,8,10930000,0,7,0,6,5,2,2.0,2300000.0,8
231710161281,2041,4,0,3,3,0,1500000,1,0,1,1,4,1.0,0.0,2
231710170002,1906,7,3,1,2,2500000,0,1,200000,3,3,2,2.0,350000.0,2
231710170018,1296,5,9,1,8,10000000,0,7,400000,6,4,4,2.0,2495000.0,8
231710170032,2101,4,6,1,8,14000000,0,1,150000,7,3,2,2.0,3300000.0,8
231710170053,2331,8,5,5,6,1070000,1270000,2,0,3,3,1,2.0,0.0,3
231710170120,1815,5,6,6,8,7548873,2246216,7,500000,7,4,4,2.0,2200000.0,8
231710170121,3566,10,1,9,7,0,5091700,1,450000,1,4,2,2.0,0.0,5
231710170220,2158,4,8,9,8,3000000,5450500,7,0,7,1,2,2.0,3150000.0,8
231710170241,2551,2,9,1,8,8605640,0,6,0,4,1,3,2.0,150000.0,6
231710170251,3573,10,5,6,8,15050000,0,8,9500000,6,4,5,2.0,4749500.0,8
231710170251,3573,10,5,6,8,15050000,0,8,9500000,6,4,5,2.0,4749500.0,8
231710170783,3752,9,9,9,8,4047200,3295300,5,300000,3,4,3,2.0,250000.0,8
231710170790,3530,7,9,9,8,5501600,3808500,7,640000,6,5,4,2.0,2100000.0,8
231710170845,4697,9,3,1,1,1500000,0,3,0,3,1,2,2.0,2351750.0,2
231710180024,2332,8,1,1,2,1500000,0,1,0,3,3,2,2.0,0.0,2
231710180057,2270,4,8,1,8,8000000,0,7,70000,3,2,5,2.0,2200000.0,8
231710180115,2274,4,0,5,8,0,7430335,7,300000,3,4,3,1.0,216500.0,7
231710180121,4022,3,1,5,2,2000000,300,3,0,3,1,3,2.0,218000.0,2
231710180140,1660,8,3,1,2,2500000,0,2,200000,3,3,2,2.0,125000.0,4
231710180145,3307,2,7,5,2,3000000,500000,4,350000,6,4,2,2.0,2300000.0,5
231710180153,1516,5,9,9,8,5356900,4345400,7,450000,6,4,3,2.0,2165000.0,8
231710180167,3576,10,6,9,8,7000000,10000000,7,550000,8,5,4,2.0,3980000.0,8
231710180198,3500,8,5,3,8,0,4000000,3,200000,3,3,3,2.0,175000.0,4
231710180212,3579,10,9,9,8,6025600,3710700,6,1200000,6,5,4,2.0,4548875.0,8
231710180219,3439,2,6,1,8,6250000,0,1,450000,3,3,4,2.0,202000.0,6
231710180226,1196,4,6,6,8,5000000,3500000,1,500000,4,4,4,2.0,850000.0,8
231710180755,2529,6,7,1,2,2000000,0,3,0,1,1,1,2.0,0.0,2
231710180759,1518,5,7,9,8,2000000,5256700,7,450000,6,4,5,2.0,1615000.0,8
231710180773,3103,7,6,1,8,4500000,0,4,100000,3,2,4,2.0,200000.0,6
231710180776,1471,4,1,1,1,1000000,0,2,0,4,1,1,2.0,300000.0,2
231710180800,2292,4,2,9,8,2000000,3722300,5,150000,3,3,2,2.0,2000000.0,8
231710180809,1817,5,3,1,5,4000000,0,1,150000,4,3,3,2.0,250000.0,6
231710180818,3531,7,6,9,8,4188556,5611238,4,0,4,1,2,2.0,450000.0,6
231710180832,1463,8,8,1,5,4000000,0,5,485000,4,4,4,2.0,200000.0,6
231710180840,2627,4,9,1,8,5950000,0,7,0,5,1,2,2.0,3000000.0,8
231710180852,3501,8,1,1,2,2310000,0,2,150000,3,3,2,2.0,200000.0,3
231710190011,3717,9,5,9,8,1100000,4618900,6,0,3,3,2,2.0,143000.0,6
231710190037,1945,4,1,1,5,1000000,0,7,100000,1,2,1,2.0,200000.0,4
231710190049,3104,7,6,9,8,3100000,4849000,7,300000,3,4,2,2.0,978500.0,7
231710190052,2003,5,5,3,8,10000000,3000000,1,650000,1,5,3,2.0,0.0,8
231710190056,3750,9,9,1,8,10000000,0,1,300000,4,4,3,2.0,744500.0,8
231710190126,2632,2,7,9,7,1500000,4000000,5,200000,3,3,2,2.0,140000.0,6
231710190148,1631,4,5,5,8,18363975,2816651,7,270000,6,4,4,2.0,2000000.0,8
231710190159,3589,10,1,1,2,2500000,0,5,75000,4,2,3,2.0,0.0,4
231710190174,4688,1,6,1,3,3428000,0,4,100000,3,4,3,2.0,162000.0,3
231710190200,3697,3,9,9,8,5286100,3990090,5,0,4,1,2,2.0,318000.0,6
231710190208,2746,2,5,5,4,2500000,0,4,0,4,3,2,2.0,390000.0,5
231710190220,2132,9,5,1,3,3711000,0,3,83000,3,1,2,2.0,183000.0,4
231710190250,2163,4,9,1,8,12000000,0,1,450000,3,5,3,2.0,0.0,8
231710190263,4616,9,1,1,1,2000000,0,2,0,3,1,1,2.0,191000.0,1
231710190270,2603,4,5,1,2,3000000,0,3,0,3,1,2,2.0,230000.0,3
231710190774,1657,8,1,1,1,500000,0,1,0,1,3,2,2.0,0.0,2
231710190829,2367,8,1,9,6,0,5000000,1,0,6,3,2,2.0,1400000.0,6
231710190836,2556,2,9,9,8,5019000,5000000,5,0,6,1,2,2.0,3034000.0,6
231710190851,1519,5,1,9,8,0,5925400,7,70000,4,2,2,2.0,250000.0,7
231710190857,1835,4,9,9,5,3000000,3000000,2,50000,3,3,1,2.0,220000.0,7
231710200030,3163,2,1,3,2,0,1300000,2,285000,3,3,2,2.0,230000.0,3
231710200036,2078,4,9,9,5,3500000,1500000,4,0,3,1,2,2.0,3500000.0,7
231710200123,1300,5,7,1,8,15000000,0,7,700000,7,5,2,2.0,4000000.0,8
231710200125,1651,8,5,1,3,3000000,0,3,0,3,3,2,2.0,1450000.0,4
231710200130,1818,5,6,9,8,3644800,5717000,3,0,6,5,3,2.0,2373250.0,8
231710200155,4234,4,2,1,2,2500000,0,1,0,3,1,3,2.0,198500.0,2
231710200179,3701,3,7,9,8,5000000,5409000,8,300000,3,4,3,2.0,300000.0,8
231710200191,4579,4,7,1,1,1500000,0,1,0,3,1,2,2.0,0.0,1
231710200206,4392,4,7,1,1,1500000,0,1,0,3,1,2,2.0,140000.0,1
231710200243,3596,10,6,1,8,15000000,0,7,1200000,8,5,4,2.0,4000000.0,8
231710200744,2927,9,2,1,1,600000,0,2,0,3,4,2,2.0,180000.0,2
231710200777,3502,8,6,8,8,20000000,10000000,7,450000,7,4,4,2.0,5500000.0,8
231710200782,1521,5,5,1,8,15800000,0,7,700000,4,5,4,2.0,2566500.0,8
231710200823,2752,4,3,3,1,1000000,500000,1,0,3,3,1,2.0,182000.0,2
231710200830,1966,4,3,1,2,3000000,0,1,150000,3,3,1,2.0,270000.0,3
231710200851,1922,4,6,6,8,3527200,3645200,5,700000,3,5,2,2.0,240000.0,8
231710200852,1820,5,3,1,6,5000000,0,2,450000,4,4,3,2.0,460000.0,7
231710210003,3503,8,8,8,8,15000000,30000000,8,1500000,6,5,4,2.0,4500000.0,8
231710210003,3503,8,8,8,8,15000000,30000000,8,1500000,6,5,4,2.0,4500000.0,8
231710210003,3503,8,8,8,8,15000000,30000000,8,1500000,6,5,4,2.0,4500000.0,8
231710210014,2368,8,6,8,8,14356761,5000000,4,75000,3,2,3,2.0,1952500.0,8
231710210015,3441,2,9,9,8,4800000,3800000,5,0,6,2,3,2.0,2880000.0,7
231710210028,1930,4,2,2,1,1000000,0,4,0,3,2,4,2.0,0.0,3
231710210042,2704,6,9,1,8,30000000,0,7,150000,3,3,3,2.0,2200000.0,8
231710210065,2281,4,2,1,8,3000000,0,4,0,3,1,2,2.0,100000.0,6
231710210121,2273,4,6,9,8,4688900,4914300,7,0,3,1,2,2.0,3209000.0,8
231710210122,2785,7,5,9,8,27000000,3500000,7,0,3,4,3,2.0,2000000.0,8
231710210131,3598,10,9,9,8,6853600,5777100,7,450000,6,4,4,2.0,2470000.0,8
231710210169,1923,4,1,5,8,2500000,2699500,5,100000,3,3,3,2.0,270000.0,6
231710210195,4320,10,5,1,2,2500000,0,6,0,3,2,3,2.0,0.0,3
231710210199,2558,2,9,1,8,5427400,0,4,0,4,2,2,2.0,325000.0,6
231710210199,2558,2,9,1,8,5427400,0,4,0,4,2,2,2.0,325000.0,6
231710210204,4663,7,1,1,1,2000000,0,1,0,3,3,1,2.0,0.0,2
231710210226,2134,9,1,1,3,1500000,0,1,980000,3,5,2,2.0,180000.0,4
231710210232,1523,5,9,5,8,5000000,9283172,8,0,7,1,3,2.0,2783009.0,8
231710210744,3908,3,6,1,8,9880234,0,1,300000,3,4,3,2.0,517500.0,8
231710210745,3214,1,7,5,8,3000000,3000000,3,350000,3,5,2,2.0,150000.0,6
231710210759,4585,7,7,1,3,3000000,0,1,150000,3,3,2,1.0,183000.0,3
231710210789,4233,4,3,1,8,3000000,0,5,0,3,4,3,2.0,280000.0,4
231710210811,2035,4,7,1,2,1500000,0,1,0,3,2,1,2.0,0.0,2
231710210838,2754,2,2,1,1,1500000,0,2,41,3,1,2,2.0,215.0,2
231710210843,3810,3,6,9,8,9000000,4999200,7,300000,3,4,4,2.0,2090000.0,8
231710220086,2560,2,9,1,8,6000000,0,5,0,6,1,3,2.0,1900000.0,6
231710220120,4709,4,0,2,2,0,1000000,2,0,1,1,2,1.0,0.0,1
231710220121,2076,4,9,1,5,4775300,0,4,0,6,5,1,2.0,1998500.0,7
231710220165,1526,5,7,1,8,12000000,0,7,995000,3,5,5,2.0,350000.0,8
231710220194,2756,2,6,9,8,7481000,5642500,5,0,6,1,2,2.0,2530000.0,6
231710220205,4731,4,7,1,1,1500000,0,3,0,3,2,1,2.0,0.0,2
231710220212,4012,3,6,1,5,3994600,0,7,430000,6,4,2,2.0,1782000.0,7
231710220237,1821,5,7,1,8,27000000,0,8,1300000,8,5,5,2.0,20300000.0,8
231710220251,4904,5,7,1,1,1500000,0,2,0,3,3,1,2.0,209000.0,2
231710220756,1522,4,6,9,8,0,3467700,5,0,3,1,2,2.0,0.0,7
231710220781,4791,2,2,3,1,1000000,500000,4,0,1,4,2,2.0,0.0,2
231710220792,3603,10,0,5,5,0,5000000,7,0,6,1,2,1.0,925000.0,6
231710220798,3597,9,1,1,1,1500000,0,2,0,3,4,2,2.0,200000.0,3
231710220806,2929,9,7,9,8,5000000,5000000,5,1000000,7,3,3,2.0,7000000.0,8
231710220814,3607,10,6,9,7,3722600,4557300,6,1250000,4,5,3,2.0,500000.0,8
231710220839,2304,4,9,9,8,3236600,3781600,3,200000,4,3,1,2.0,608500.0,7
231710220844,2855,2,7,1,3,3000000,0,4,0,3,3,2,2.0,210000.0,4
231710220854,1971,7,6,1,8,7000000,0,7,450000,6,5,3,2.0,300000.0,8
231710230029,4009,3,6,3,2,1000000,500000,1,0,3,1,3,2.0,150000.0,2
231710230071,3608,10,9,1,8,2729600,0,1,200000,4,3,1,2.0,353475.0,6
231710230084,1527,5,6,9,8,4500000,4000000,7,1200000,6,5,3,2.0,2449750.0,8
231710230098,4610,7,1,3,3,0,2000000,3,0,4,4,2,2.0,257000.0,3
231710230107,3308,2,7,1,3,2000000,0,7,0,4,1,2,2.0,350000.0,4
231710230179,4456,2,2,1,3,2000000,0,2,50000,3,3,2,2.0,0.0,2
231710230258,2723,6,1,9,8,0,5759000,7,0,3,5,2,2.0,1960000.0,7
231710230748,4004,3,6,6,7,2000000,4000000,7,100000,3,2,4,2.0,1995500.0,6
231710230752,3108,7,6,6,8,40738110,4181766,8,0,5,1,3,2.0,3672500.0,8
231710230775,3215,1,9,9,8,4603500,4603500,5,0,3,1,2,2.0,525000.0,6
231710230791,4870,2,1,1,2,1000000,0,2,50000,4,1,2,2.0,155000.0,2
231710230814,2930,9,1,9,8,0,5000000,4,0,3,2,2,2.0,223000.0,6
231710240027,4696,2,7,1,3,2000000,0,2,0,1,3,2,2.0,0.0,2
231710240043,2951,1,9,9,8,5205900,5164800,7,150000,6,3,3,2.0,2000000.0,7
231710240057,4328,5,6,1,1,1000000,0,5,680000,3,5,3,2.0,150000.0,3
231710240066,1644,8,6,6,8,1800000,6500000,4,600000,3,5,3,2.0,184500.0,8
231710240082,4208,1,0,3,2,0,650000,3,0,1,1,1,1.0,0.0,1
231710240156,3169,2,3,5,2,2000000,0,2,150000,3,2,1,2.0,125000.0,2
231710240756,2693,4,9,9,8,5000000,4000000,5,300000,4,4,2,2.0,4100000.0,8
231710240780,3281,2,1,1,3,2000000,0,2,75000,3,2,2,2.0,219000.0,3
231710240842,4037,10,9,5,8,10000000,10000000,7,500000,3,5,5,2.0,3500000.0,8
231710250023,3811,3,3,1,1,500000,0,2,0,3,3,2,2.0,45000.0,2
231710250053,2757,2,2,1,6,6000000,0,5,50000,4,2,4,2.0,1900000.0,6
231710250061,3051,2,6,6,8,3500000,5000000,1,150000,4,4,2,2.0,376000.0,6
231710250073,3109,7,5,1,2,2050000,0,1,60000,4,2,2,2.0,200000.0,2
231710250090,3613,10,5,9,8,38500000,5100000,8,1500000,8,5,4,2.0,4350000.0,8
231710250113,1709,7,0,9,8,0,4410000,7,0,4,1,2,1.0,180000.0,6
231710250114,4218,4,2,1,1,1000000,0,2,200000,3,3,1,2.0,0.0,2
231710250139,2561,2,2,1,6,2500000,0,3,135000,3,3,3,2.0,0.0,4
231710250166,3219,1,3,1,1,2000000,0,4,100000,3,2,2,2.0,170000.0,2
231710250166,3219,1,3,1,1,2000000,0,4,100000,3,2,2,2.0,170000.0,2
231710250166,3219,1,3,1,1,2000000,0,4,100000,3,2,2,2.0,170000.0,2
231710250229,1529,5,1,9,6,0,5550500,8,300000,6,3,3,2.0,3150000.0,8
231710250263,1920,7,1,1,2,3000000,0,1,0,3,1,3,2.0,200000.0,2
231710250267,3614,10,3,1,3,3000000,0,3,200000,3,3,2,2.0,150000.0,3
231710250744,3907,3,3,1,3,2000000,0,7,650000,3,5,4,2.0,179500.0,6
231710250828,4044,2,0,9,1,0,681000,5,50000,3,2,2,1.0,0.0,2
231710250845,3735,9,7,1,2,3000000,0,5,275000,3,4,3,2.0,220000.0,5
231710250847,1850,4,1,1,6,1200000,0,1,0,1,1,1,2.0,0.0,2
231710250851,1630,8,9,9,8,5000000,4000000,4,275000,4,4,3,2.0,450000.0,8
231710260014,4302,4,0,3,3,0,2000000,2,0,3,1,2,1.0,333500.0,2
231710260083,2299,4,9,1,6,4500000,0,5,550000,4,4,4,2.0,500000.0,7
231710260160,2137,9,9,6,8,4335600,3700000,7,500000,6,4,3,2.0,2257250.0,8
231710260208,3505,8,2,2,1,1500000,750000,3,100000,3,2,1,2.0,0.0,2
231710260261,1848,4,2,1,8,3500000,0,3,0,4,4,2,2.0,500000.0,6
231710260269,1626,8,6,1,8,9825000,0,6,285000,3,4,3,2.0,1588000.0,8
231710260800,3176,2,1,1,4,3500000,0,5,450000,3,4,3,2.0,175000.0,6
231710260800,3176,2,1,1,4,3500000,0,5,450000,3,4,3,2.0,175000.0,6
231710270760,3053,2,0,3,1,0,2000000,7,100000,3,2,4,1.0,300000.0,3
231810020033,1921,4,9,1,8,5174700,0,7,55000,4,2,2,2.0,2231000.0,8
231810020079,2676,4,1,1,5,2000000,0,3,60000,4,2,2,2.0,0.0,6
231810020081,3536,7,5,3,5,0,2000000,4,55000,3,2,3,2.0,180000.0,4
231810020156,2110,4,9,9,8,7290002,5900000,4,120000,7,3,4,2.0,3900000.0,8
231810030068,3507,8,9,1,5,4214100,0,5,70000,4,4,3,2.0,350000.0,6
231810030122,3508,8,6,9,8,6000000,4700000,5,60000,5,2,3,2.0,500000.0,8
231810030185,1825,5,7,1,4,4500000,0,2,850000,4,3,2,2.0,150000.0,6
231810030189,2674,4,0,9,8,0,4058400,4,60000,6,2,4,1.0,3127500.0,8
231810030238,4951,4,2,0,5,1000000,0,2,60000,4,3,2,1.0,254000.0,3
231810040003,1950,4,1,1,3,1500000,0,1,50000,3,1,2,2.0,170000.0,2
231810040057,2599,4,9,9,8,4702300,3489282,3,60000,4,2,2,2.0,1832500.0,8
231810040154,4706,9,2,1,1,1500000,0,2,55000,3,2,2,2.0,180000.0,2
231810040155,2791,4,9,1,4,4549800,0,1,390000,4,4,2,2.0,150000.0,6
231810050084,1303,5,9,1,5,5764100,0,7,100000,3,2,4,2.0,1530000.0,7
231810050106,1952,4,9,1,8,8500000,0,5,60000,4,2,3,2.0,400000.0,8
231810060095,1621,8,6,1,6,6208308,0,5,70000,6,2,4,2.0,2400000.0,8
231810060235,4799,4,1,1,5,2000000,0,1,0,1,1,3,2.0,0.0,2
231810060250,3442,2,1,1,4,3500000,0,3,390000,4,4,3,2.0,216000.0,6
231810070041,4942,3,7,1,2,2000000,0,5,70000,4,2,5,2.0,100000.0,3
231810070114,4530,8,7,8,1,0,1500000,1,0,3,2,2,2.0,200000.0,1
231810070149,3734,9,6,1,8,3287000,0,3,60000,4,2,3,2.0,350000.0,6
231810070164,1826,5,7,9,8,4000000,7500000,5,70000,3,2,4,2.0,200000.0,8
231810070192,1462,4,9,1,4,5174800,0,7,60000,3,2,4,2.0,2525300.0,7
231810080021,3311,2,1,6,5,0,2000000,1,60000,3,2,3,2.0,218000.0,3
231810080035,1924,7,5,1,3,3000000,0,3,60000,4,2,2,2.0,216400.0,3
231810080163,3179,2,0,9,8,0,5189900,4,70000,4,4,2,1.0,1401500.0,6
231810080168,2617,4,9,1,8,5000000,0,4,70000,5,2,2,2.0,700000.0,7
231810080232,3905,3,9,9,8,31289254,18880266,1,700000,2,5,3,2.0,3050000.0,8
231810090014,3111,7,9,9,8,4231200,4761900,5,60000,6,2,3,2.0,2200000.0,7
231810090125,2052,4,1,1,8,3000000,0,3,65,4,3,2,2.0,150.0,6
231810090153,4492,10,5,5,1,0,1000000,1,65000,4,2,1,2.0,396000.0,2
231810150033,3223,1,9,5,8,3904400,3236600,3,200000,3,3,3,2.0,216000.0,6
231810150087,3731,9,3,3,2,1000000,1000000,3,0,3,1,2,2.0,250000.0,2
231810150159,1933,7,6,5,8,2708000,3670000,5,60000,6,2,3,2.0,1680000.0,7
231810150192,2610,4,9,1,6,6025600,0,5,60000,4,2,3,2.0,2250000.0,8
231810150194,2138,9,5,1,8,9821436,0,6,60000,6,2,3,2.0,1539500.0,8
231810160006,1219,4,6,1,8,5801600,0,3,60000,4,2,2,2.0,230000.0,7
231810160036,2733,6,9,1,8,13000000,0,5,120000,4,5,3,2.0,432000.0,8
231810160165,2788,4,9,9,8,5115900,4216115,5,60000,6,2,4,2.0,1982300.0,8
231810160250,3617,10,6,6,8,3500000,0,5,60000,3,2,2,1.0,170000.0,6
231810170143,2296,4,9,9,8,2590300,5498100,7,50000,7,2,2,2.0,2006000.0,8
231810170173,3621,10,6,0,7,2700000,0,7,70000,4,2,3,1.0,300000.0,6
231810170254,2384,8,9,5,8,5256700,2100000,4,350000,5,4,3,2.0,571500.0,7
231811040047,4562,7,2,1,4,2500000,0,2,55000,3,2,1,2.0,0.0,3
231910050436,3582,9,0,3,8,0,4000000,5,900,3,5,2,1.0,299.0,6
231910060463,4793,2,1,1,2,1500000,0,3,137000,3,3,2,2.0,173000.0,3
231910080243,4538,8,1,1,1,1500000,0,1,0,1,2,2,2.0,0.0,1
231910080624,2633,2,1,1,2,1500000,0,1,0,1,1,2,2.0,0.0,2
231910090636,3070,1,6,9,8,1675000,4355100,1,485000,3,4,2,2.0,186000.0,4
231910100044,4307,8,1,1,1,1500000,0,2,300000,3,4,1,2.0,0.0,1
231910100291,3511,8,6,1,5,3242034,0,4,485000,3,4,4,2.0,110000.0,6
231910110265,2386,8,1,1,3,2739000,0,4,354000,4,4,4,2.0,395000.0,5
231910110451,2536,6,6,9,8,4088800,3732200,7,2200000,4,5,2,2.0,500000.0,8
231910110584,3801,4,9,9,8,3238000,4525000,7,715000,6,5,3,2.0,2325000.0,8
231910130113,2537,6,6,6,8,5000000,3000000,4,350000,3,4,2,2.0,250000.0,7
231910130122,3284,2,6,6,8,2575000,2100000,5,275000,3,4,2,2.0,150000.0,6
231910130669,1197,4,1,3,8,500000,2500000,3,250000,4,3,1,2.0,250000.0,6
231910130716,3684,9,7,9,6,3500000,4277000,6,85000,6,3,2,2.0,2200000.0,6
231910160458,4805,4,7,1,1,750000,0,1,0,3,1,2,2.0,90000.0,1
231910160467,2939,7,7,1,8,3500000,0,5,150000,4,3,2,2.0,500000.0,6
231910170366,3073,1,3,9,8,500000,5701900,5,536250,4,5,2,2.0,800000.0,6
231910170732,3745,9,1,5,7,0,4000000,5,350000,6,4,2,2.0,1200000.0,7
231910180208,3683,9,9,9,8,5000000,3000000,4,750000,3,4,2,2.0,1700000.0,8
231910190140,3055,2,2,1,3,2000000,0,4,0,3,2,2,2.0,280000.0,3
231910190590,3116,7,5,9,8,1300000,5358700,4,150000,4,3,1,2.0,2147940.0,5
231920030417,1465,4,9,1,1,344521,0,1,190000,1,1,1,2.0,0.0,2
231920050450,1538,5,6,1,4,4700000,0,1,400000,3,4,3,2.0,250000.0,7
231920050484,2965,1,9,9,8,6463200,5526000,4,185000,5,3,5,2.0,900000.0,6
231920060089,1946,7,9,9,8,6753760,3700000,5,300000,6,4,3,2.0,2935000.0,7
233110020619,4317,2,7,1,1,1500000,0,1,0,3,4,1,2.0,150000.0,2
233110030772,4485,4,1,5,3,3000000,0,1,75000,3,3,2,2.0,292000.0,3
233110130002,2966,1,3,9,8,3000000,5726100,7,0,6,1,2,2.0,2073500.0,7
233111110433,4693,1,6,0,8,7620620,0,7,200000,4,4,3,1.0,200000.0,6
233111120371,4698,1,1,3,8,0,3500000,1,0,2,1,2,2.0,0.0,3
233111240261,3625,9,6,1,8,9805000,0,7,650000,4,5,4,2.0,305400.0,8
233111270638,3181,2,1,6,7,0,5009598,7,0,6,3,3,2.0,1541500.0,7
233111280863,3513,8,7,5,8,3000000,4500000,7,530000,3,5,2,2.0,2250000.0,7
233210011210,1541,5,9,1,8,50237497,0,7,750000,7,5,4,2.0,4592500.0,8
233210030283,1961,7,9,1,8,34000000,0,8,0,6,4,5,2.0,1453000.0,8
233210030528,3902,3,6,7,8,5000000,10000000,8,2000000,7,5,4,2.0,4150000.0,8
233210060587,4895,8,6,1,3,2071000,0,1,30000,3,4,2,2.0,86000.0,3
233210111273,1608,8,6,1,8,13000000,0,5,450000,3,4,3,2.0,3300000.0,8
233210120276,1802,7,9,9,8,23804219,30345242,8,1445000,7,5,4,2.0,3630000.0,8
233210141790,3515,8,6,9,8,5100000,4000000,8,710000,8,5,4,2.0,5800000.0,8
233210150405,1543,5,6,5,8,11200000,0,7,200000,7,4,3,2.0,3800000.0,8
233210150902,2492,6,7,1,3,3000000,0,7,500000,4,4,3,2.0,410000.0,6
233210151095,3629,9,1,3,1,0,1000000,7,450000,3,4,3,2.0,250000.0,5
233210200942,1544,5,6,9,8,19737067,4000000,7,260000,1,4,4,2.0,4250000.0,8
233210210291,1545,5,5,1,8,58329009,0,8,100000,8,4,4,2.0,10000000.0,8
233210211686,2983,1,7,1,8,10000000,0,7,0,6,1,4,2.0,2400000.0,5
233210231369,3632,10,1,6,8,0,7000000,7,0,6,3,3,2.0,2737900.0,8
233210240447,2810,7,1,1,8,1500000,0,4,0,1,2,1,2.0,0.0,4
233210281709,3633,10,2,2,1,1700000,0,3,0,3,1,2,2.0,232000.0,2
233230070210,1962,7,7,1,3,2000000,0,1,0,4,1,4,2.0,500000.0,2
233230080615,4314,5,1,5,2,0,2500000,1,0,3,1,3,2.0,173000.0,2
233230081010,3730,9,7,1,3,3000000,0,5,0,4,1,2,2.0,200000.0,4
233230120318,1627,4,5,6,6,1000000,2500000,1,325000,3,4,4,2.0,561000.0,6
233230160253,3064,2,6,6,7,2000000,2000000,3,650000,4,5,2,2.0,350000.0,6
233230230347,2387,8,1,5,1,0,800000,2,0,3,1,2,2.0,200000.0,2
233240080643,1963,7,9,1,8,34400000,0,7,0,6,4,4,2.0,2750000.0,8
233240130147,3665,9,5,9,8,7850000,8774900,7,700000,6,5,3,2.0,2547200.0,8
233240170458,3635,9,1,9,8,0,9112900,7,155000,4,3,3,2.0,854100.0,7
233240250029,1712,7,8,1,8,8000000,0,8,0,6,1,4,2.0,1848000.0,8
233240250029,1712,7,8,1,8,8000000,0,8,0,6,1,4,2.0,1848000.0,8
233240250412,2005,5,6,1,8,6500000,0,1,0,4,3,3,2.0,4863000.0,8
233310040215,2763,2,6,1,7,6713000,0,4,0,4,1,3,2.0,220000.0,6
233310090035,3518,8,1,6,8,0,7100000,5,0,6,1,3,2.0,2420000.0,7
233310130090,4496,10,3,1,2,1500000,0,2,200,2,2,2,2.0,0.0,2
233310240179,1603,8,6,1,5,6000000,0,4,300000,3,4,2,2.0,160000.0,7
233320181563,3641,10,6,1,8,8000000,0,7,550000,3,5,2,2.0,300000.0,8
233320230609,3650,9,8,0,8,12000000,0,7,0,6,5,3,1.0,1792000.0,8
233320280362,3901,3,9,6,8,43955159,10500000,8,1900000,7,5,5,2.0,2489750.0,8
233350220070,2147,9,6,3,6,4000000,1000000,6,1780000,4,5,2,2.0,500000.0,8
233410180536,1713,7,9,1,8,15700000,0,7,600000,3,5,3,2.0,2550000.0,8
233410180638,1788,3,0,3,1,0,500000,8,100000,3,2,4,1.0,160000.0,3
233510240478,3520,8,6,1,8,7000000,0,4,1765000,3,5,3,2.0,300000.0,8
233550090937,3318,8,9,1,8,29000000,0,7,1300000,6,5,3,1.0,2000000.0,8
233550110891,3016,1,7,9,8,1500000,5145500,7,800000,3,5,2,2.0,224000.0,6
233550180342,3017,1,7,1,8,10000000,0,7,150000,6,3,4,2.0,2406000.0,7
233610010167,1714,7,8,6,8,3500000,4074939,7,450000,5,4,3,2.0,822250.0,8
233610070834,2542,6,7,1,2,3000000,0,4,300000,3,4,2,2.0,200000.0,3
233620080339,3082,1,5,6,8,8500000,3000000,7,400000,3,4,4,2.0,2800000.0,7
233710110583,2636,2,5,1,8,16000000,0,6,450000,6,4,3,2.0,2700000.0,8
233720111389,3022,1,9,9,8,5474000,4119800,7,1200000,6,5,3,2.0,2199500.0,8
233720111389,3022,1,9,9,8,5474000,4119800,7,1200000,6,5,3,2.0,2199500.0,8
235110090222,3651,10,9,9,8,30377040,21778100,7,0,7,1,4,2.0,5000000.0,8
235310010154,3325,8,8,8,8,2500000,1500000,5,75000,3,2,2,2.0,146000.0,6
423001477,4416,4,1,0,3,2750000,0,3,70000,4,2,2,1.0,0.0,3
423001556,1082,7,6,1,8,4315000,0,3,0,3,1,3,2.0,164000.0,5
423001569,591,9,6,1,3,3000000,0,4,0,3,1,3,2.0,183500.0,4
423002309,4076,10,1,1,4,2500000,0,3,0,3,3,2,2.0,222500.0,3
423003977,4059,9,0,9,3,0,3982600,2,0,1,4,1,1.0,0.0,3
423004426,4517,4,1,1,6,2500000,0,2,60000,3,2,2,2.0,250000.0,3
423004559,514,9,6,1,8,8000000,0,6,200000,6,3,2,2.0,6000000.0,8
423005980,294,2,9,6,8,3585100,3133384,1,0,3,1,1,2.0,250000.0,6
423007393,344,8,9,1,4,4676800,0,4,60000,5,2,3,2.0,213000.0,6
423008098,665,9,9,1,8,5748400,0,4,550000,5,5,2,2.0,250000.0,7
423008971,1063,7,5,1,3,2400000,0,4,60000,4,2,3,2.0,268000.0,4
423010300,711,4,9,9,8,5293600,4638700,7,450000,3,4,3,2.0,4600000.0,8
423010380,457,2,9,1,5,3227400,0,5,100000,3,3,2,2.0,200000.0,6
