id,fakultas,pekerjaan_ayah,pekerjaan_ibu,pendapatan_class,penghasilan_ayah,penghasilan_ibu,kepemilikan_rumah,koreksi_pengeluaran_mhs_iuran_sekolah,kendaraan,listrik,keberadaan_orangtua,pajak,ukt
3366,10,6,1,7,8000000,0,5,1125000,5,3,2.0,2800000.0,8
1675,8,5,6,8,18146534,3710742,5,700000,3,3,2.0,3665000.0,8
2473,6,9,9,8,8000000,11058400,1,450000,7,3,2.0,2741750.0,8
3638,9,3,1,3,3000000,0,3,275000,3,3,2.0,360000.0,4
4785,2,3,1,1,1500000,0,1,0,3,1,2.0,0.0,1
4213,4,3,1,1,1000000,0,4,0,3,2,2.0,140000.0,2
1764,7,0,9,7,0,4134400,5,250000,3,2,1.0,284000.0,6
1199,4,9,9,8,11541250,4770500,7,550000,5,4,2.0,5230000.0,8
1805,5,3,1,8,8000000,0,5,250000,4,2,2.0,258000.0,8
3367,10,7,5,8,7816000,3500000,8,450000,8,3,2.0,10348000.0,8
3922,3,6,1,8,15000000,0,7,995000,3,5,2.0,3505000.0,8
3492,8,8,1,5,6000000,0,7,200000,6,3,2.0,2800000.0,7
2657,6,7,9,8,4000000,4000000,4,450000,3,2,2.0,4200000.0,7
2924,9,9,9,6,3633100,3200000,1,0,3,1,2.0,250000.0,6
4556,7,3,1,4,2500000,0,1,200000,3,2,2.0,167000.0,3
3921,3,9,6,4,5566300,0,4,0,6,3,2.0,3200000.0,7
4163,4,5,1,4,3541082,0,5,150000,3,2,2.0,218000.0,4
2209,8,7,5,1,1500000,650000,5,0,3,1,2.0,150000.0,3
4295,6,7,1,1,1000000,0,1,0,1,1,2.0,0.0,1
1807,5,7,1,8,8000000,0,7,840000,6,3,2.0,2100000.0,8
1667,8,6,5,8,0,6792189,1,450000,3,2,2.0,190000.0,7
2264,2,9,1,8,4815800,0,4,300000,4,2,2.0,514000.0,6
3918,3,6,1,8,14500000,0,7,450000,7,4,2.0,3350000.0,8
3049,2,9,1,8,4300000,0,5,400000,3,3,2.0,200000.0,6
2734,2,7,1,8,5700000,0,4,150000,3,2,2.0,150000.0,6
1666,8,7,0,6,5000000,0,7,0,6,3,1.0,1800000.0,7
3737,9,1,6,8,0,3100000,5,300000,3,1,2.0,0.0,6
1845,4,9,9,8,4618900,3900000,7,275000,7,2,2.0,2750000.0,8
4976,3,1,1,3,2000000,0,1,260000,3,2,2.0,300000.0,3
3277,2,7,1,8,10000000,0,6,550000,6,4,2.0,5000000.0,8
2210,8,1,1,2,2000000,0,1,0,3,2,2.0,0.0,2
3849,3,9,1,5,5275400,0,1,330000,6,3,2.0,1600000.0,7
4265,7,1,1,1,2000000,0,1,0,3,3,2.0,0.0,2
3494,8,1,1,1,1500000,0,1,75000,3,2,2.0,200000.0,2
3373,10,9,9,8,15000000,9000000,7,0,8,5,2.0,10000000.0,8
1810,5,1,1,2,1500000,0,1,100000,3,3,2.0,135500.0,3
2123,9,6,1,2,3000000,0,3,75000,3,2,2.0,200000.0,4
3612,9,7,1,1,1500000,0,5,275000,5,3,2.0,700000.0,5
3612,9,7,1,1,1500000,0,5,275000,5,3,2.0,700000.0,5
3612,9,7,1,1,1500000,0,5,275000,5,3,2.0,700000.0,5
3612,9,7,1,1,1500000,0,5,275000,5,3,2.0,700000.0,5
3612,9,7,1,1,1500000,0,5,275000,5,3,2.0,700000.0,5
3612,9,7,1,1,1500000,0,5,275000,5,3,2.0,700000.0,5
1811,5,9,1,8,5456900,0,8,500000,7,3,2.0,1740000.0,8
3917,3,9,1,8,7070200,0,5,0,4,3,2.0,300000.0,7
2698,4,1,5,6,1500000,1000000,3,0,3,2,2.0,128500.0,6
1949,4,6,1,4,3714710,0,6,100000,3,3,2.0,130000.0,5
1664,8,9,1,8,10000000,0,7,125000,5,2,2.0,2050000.0,8
3525,7,9,8,8,5774600,5000000,5,300000,6,4,2.0,3990000.0,7
4789,2,0,2,1,0,900000,1,0,3,1,1.0,0.0,1
2767,4,1,1,6,3500000,0,1,100000,3,3,2.0,250000.0,6
2211,8,8,9,8,10000000,5000000,7,250000,6,4,2.0,2800000.0,8
4447,2,2,2,2,500000,500000,2,0,1,1,2.0,0.0,1
3382,10,9,1,7,5342000,0,8,1400000,8,5,2.0,300000.0,8
3848,3,7,6,6,3000000,3000000,4,300000,3,3,2.0,179000.0,6
1767,7,6,9,8,3900000,12474208,7,450000,6,4,2.0,2503750.0,8
2127,9,8,6,8,5000000,5000000,8,651000,3,3,2.0,3300000.0,8
4890,8,1,1,1,1000000,0,2,100000,5,1,2.0,0.0,2
4199,8,5,2,5,0,2000000,5,0,3,2,2.0,300000.0,4
3916,3,2,9,6,800000,4919800,4,0,4,3,2.0,159000.0,6
4557,7,2,1,3,1500000,0,1,400000,3,2,2.0,216500.0,3
2668,7,7,1,3,3500000,0,7,150000,3,4,2.0,216500.0,4
3549,10,6,1,5,5320000,0,7,450000,3,3,2.0,200000.0,7
3915,3,9,1,8,7000000,0,1,445000,6,3,2.0,2369000.0,8
1291,5,9,1,4,4478300,0,6,575000,6,3,2.0,2100000.0,7
3802,4,6,1,8,19082293,0,7,450000,6,4,2.0,2000000.0,8
1769,7,6,6,8,3935500,3787400,7,400000,6,2,2.0,700000.0,7
4692,9,8,1,5,2500000,500000,4,175000,3,3,2.0,200000.0,4
1193,4,7,1,5,3000000,0,5,200000,3,3,2.0,223000.0,7
1193,4,7,1,5,3000000,0,5,200000,3,3,2.0,223000.0,7
4257,7,3,1,1,1000000,0,2,0,3,2,2.0,0.0,2
4948,4,7,1,1,1000000,0,1,80000,3,1,2.0,180000.0,2
2156,4,1,5,3,0,2000000,8,0,4,2,2.0,200000.0,3
3278,2,5,1,7,4000000,0,5,0,4,2,2.0,200000.0,6
4786,4,3,5,4,1500000,300000,1,0,3,2,2.0,180000.0,2
4122,4,1,1,1,500000,0,3,0,3,2,2.0,0.0,2
1292,5,6,3,8,1700000,2000000,7,530000,3,3,1.0,400000.0,7
1917,4,1,6,8,4500000,4200000,4,0,7,2,2.0,2127500.0,8
3550,10,1,6,6,0,3500000,7,700000,3,3,2.0,2700000.0,7
3843,3,7,1,5,5000000,0,5,260000,4,2,2.0,330000.0,6
1456,8,6,1,8,7500000,0,8,450000,3,4,2.0,370000.0,8
1640,4,9,9,8,3000000,4000000,4,550000,7,3,2.0,3750000.0,8
1640,4,9,9,8,3000000,4000000,4,550000,7,3,2.0,3750000.0,8
1775,7,6,1,8,47664175,0,7,300000,5,4,2.0,3090000.0,8
4155,8,2,1,1,1500000,0,1,0,3,2,2.0,0.0,2
2717,7,6,1,4,1800000,0,1,370000,4,5,2.0,257000.0,4
4204,9,1,5,3,0,1500000,1,0,3,2,2.0,218000.0,2
1778,7,9,1,8,12600000,0,7,550000,8,5,2.0,3665250.0,8
3729,9,9,1,8,4696800,0,7,225000,8,3,2.0,4525000.0,8
4576,4,1,1,1,1800000,0,1,0,3,2,2.0,200000.0,1
4646,9,2,1,1,1500000,0,3,0,4,2,2.0,0.0,2
3472,2,1,7,3,0,3000000,2,0,1,1,2.0,0.0,2
3694,3,7,1,3,3000000,0,1,400000,3,2,2.0,0.0,4
3912,3,5,1,8,5719360,0,8,300000,6,3,2.0,3000000.0,8
1779,7,6,1,8,80000000,0,8,3900000,8,4,2.0,2395000.0,8
1662,8,9,1,7,5287400,0,5,0,3,3,2.0,1450000.0,7
1512,5,5,5,8,17000000,14000000,8,1200000,8,5,2.0,3190000.0,8
3101,7,7,5,8,4500000,3711000,7,0,3,4,2.0,337500.0,6
1203,4,9,6,7,5000000,2000000,3,350000,3,2,2.0,200000.0,7
2013,5,1,1,5,5500000,0,3,500000,6,2,2.0,2454000.0,7
4034,10,9,1,1,1525600,0,4,100000,4,2,2.0,308000.0,3
4034,10,9,1,1,1525600,0,4,100000,4,2,2.0,308000.0,3
4034,10,9,1,1,1525600,0,4,100000,4,2,2.0,308000.0,3
4034,10,9,1,1,1525600,0,4,100000,4,2,2.0,308000.0,3
1780,7,0,9,8,0,3775400,7,300000,6,3,1.0,800000.0,6
2742,2,6,9,7,1733750,4833200,4,75000,5,3,2.0,600000.0,6
4624,2,5,3,3,1000000,2000000,3,0,3,2,2.0,0.0,2
2936,7,7,7,1,10000000,12000000,1,1200000,6,5,2.0,4200000.0,5
4230,2,5,1,1,1500000,0,2,0,3,2,2.0,300000.0,2
1957,4,5,5,2,1500000,600000,3,0,3,2,2.0,227000.0,3
4759,4,1,2,1,0,1000000,2,0,1,2,2.0,0.0,1
3557,10,9,1,8,4955900,0,7,100000,3,4,2.0,1700000.0,7
4033,7,9,5,4,3143200,1000000,4,200000,6,3,2.0,1650000.0,5
2744,2,9,1,8,6246700,0,6,0,4,2,2.0,3450000.0,6
2107,4,3,1,1,2000000,0,1,100000,3,3,2.0,200000.0,3
1294,5,7,1,8,6000000,0,7,1200000,4,3,2.0,1150000.0,8
2061,4,2,1,5,4000000,0,3,0,6,2,2.0,1200000.0,7
2220,8,2,1,7,7000000,0,5,0,8,1,2.0,3900000.0,7
2650,4,9,9,8,6248700,4767400,3,3000000,4,1,2.0,1550000.0,8
2222,8,7,7,5,3000000,2500000,4,100000,3,2,2.0,400000.0,6
1513,5,7,5,8,10000000,20000000,7,0,4,2,2.0,1600000.0,8
3616,9,1,1,7,3860000,0,2,500000,3,2,2.0,204500.0,6
4645,7,0,1,2,0,1000000,2,0,3,3,1.0,179000.0,2
2324,8,7,1,8,5000000,0,4,0,4,2,2.0,631000.0,6
3818,3,8,1,5,5000000,0,6,500000,3,5,2.0,200000.0,7
4259,4,1,1,7,4000000,0,1,0,4,1,2.0,360000.0,4
4580,7,6,1,6,3470260,0,3,300000,3,3,2.0,149000.0,4
4202,4,2,1,1,1000000,0,2,0,3,1,2.0,140000.0,2
3900,3,7,9,2,1500000,3981400,4,0,3,3,2.0,300000.0,2
3900,3,7,9,2,1500000,3981400,4,0,3,3,2.0,300000.0,2
1514,5,6,1,8,10746463,0,7,450000,3,3,2.0,1779000.0,8
4989,6,6,1,3,3200000,0,1,70000,3,2,2.0,213500.0,2
4893,8,1,0,5,1000000,0,3,0,1,2,1.0,0.0,3
4231,5,0,1,1,0,750000,1,0,1,3,1.0,0.0,1
4490,10,5,1,1,1000000,0,1,0,1,2,2.0,0.0,1
3561,10,6,5,1,1680000,0,1,200000,3,3,2.0,136500.0,3
1295,5,6,1,8,10930000,0,7,0,6,2,2.0,2300000.0,8
2041,4,0,3,3,0,1500000,1,0,1,4,1.0,0.0,2
1296,5,9,1,8,10000000,0,7,400000,6,4,2.0,2495000.0,8
2101,4,6,1,8,14000000,0,1,150000,7,2,2.0,3300000.0,8
1458,8,6,3,8,5600000,500000,5,200000,4,2,2.0,600000.0,7
1815,5,6,6,8,7548873,2246216,7,500000,7,4,2.0,2200000.0,8
2287,4,1,1,6,2500000,0,3,0,3,2,2.0,300000.0,6
2290,4,6,9,6,1723262,5703130,6,200000,3,3,2.0,300000.0,6
4695,9,1,1,4,3400000,0,1,100000,3,3,2.0,250000.0,3
3498,8,1,9,8,1500000,5689100,4,0,4,2,2.0,300000.0,7
3529,7,9,9,8,5300000,4500000,7,0,3,2,2.0,172000.0,6
3572,10,6,1,8,9500000,0,7,500000,6,5,2.0,2243000.0,8
2551,2,9,1,8,8605640,0,6,0,4,3,2.0,150000.0,6
3573,10,5,6,8,15050000,0,8,9500000,6,5,2.0,4749500.0,8
3573,10,5,6,8,15050000,0,8,9500000,6,5,2.0,4749500.0,8
2291,4,5,1,8,2500000,0,3,110000,1,2,2.0,0.0,6
2477,6,9,1,8,6000000,0,1,700000,3,2,2.0,300000.0,7
1515,5,8,1,8,20000000,0,8,1900000,8,5,2.0,4000000.0,8
3530,7,9,9,8,5501600,3808500,7,640000,6,4,2.0,2100000.0,8
4697,9,3,1,1,1500000,0,3,0,3,2,2.0,2351750.0,2
4274,5,1,1,5,2000000,0,1,225000,3,1,2.0,300000.0,3
4272,8,1,8,6,1500000,2000000,1,450000,3,2,2.0,240000.0,4
2332,8,1,1,2,1500000,0,1,0,3,2,2.0,0.0,2
2270,4,8,1,8,8000000,0,7,70000,3,5,2.0,2200000.0,8
2334,8,7,6,8,5000000,3000000,4,450000,6,3,2.0,1800000.0,7
2360,8,7,1,8,6275150,0,7,500000,4,2,2.0,1172000.0,7
3499,8,7,7,6,4000000,2000000,7,100000,3,3,2.0,250000.0,6
1816,5,6,1,8,7760000,0,4,0,4,1,2.0,400000.0,7
4048,4,1,9,2,1500000,145000,1,0,3,3,2.0,150000.0,2
1660,8,3,1,2,2500000,0,2,200000,3,2,2.0,125000.0,4
1516,5,9,9,8,5356900,4345400,7,450000,6,3,2.0,2165000.0,8
3576,10,6,9,8,7000000,10000000,7,550000,8,4,2.0,3980000.0,8
1461,8,6,1,3,3699439,0,1,0,3,2,2.0,200000.0,4
3579,10,9,9,8,6025600,3710700,6,1200000,6,4,2.0,4548875.0,8
3439,2,6,1,8,6250000,0,1,450000,3,4,2.0,202000.0,6
2166,4,9,9,8,4699300,4325600,2,150000,4,2,2.0,200000.0,6
3103,7,6,1,8,4500000,0,4,100000,3,4,2.0,200000.0,6
1817,5,3,1,5,4000000,0,1,150000,4,3,2.0,250000.0,6
3531,7,6,9,8,4188556,5611238,4,0,4,2,2.0,450000.0,6
3817,3,9,1,8,9355900,0,7,0,4,3,2.0,350000.0,7
1463,8,8,1,5,4000000,0,5,485000,4,4,2.0,200000.0,6
2627,4,9,1,8,5950000,0,7,0,5,2,2.0,3000000.0,8
3501,8,1,1,2,2310000,0,2,150000,3,2,2.0,200000.0,3
3717,9,5,9,8,1100000,4618900,6,0,3,2,2.0,143000.0,6
3581,10,7,1,1,2000000,0,4,0,3,1,2.0,2662000.0,3
3104,7,6,9,8,3100000,4849000,7,300000,3,2,2.0,978500.0,7
2003,5,5,3,8,10000000,3000000,1,650000,1,3,2.0,0.0,8
3804,4,9,9,8,3305700,3074700,7,0,3,3,2.0,1450000.0,7
2632,2,7,9,7,1500000,4000000,5,200000,3,2,2.0,140000.0,6
1631,4,5,5,8,18363975,2816651,7,270000,6,4,2.0,2000000.0,8
4688,1,6,1,3,3428000,0,4,100000,3,3,2.0,162000.0,3
3697,3,9,9,8,5286100,3990090,5,0,4,2,2.0,318000.0,6
2746,2,5,5,4,2500000,0,4,0,4,2,2.0,390000.0,5
2132,9,5,1,3,3711000,0,3,83000,3,2,2.0,183000.0,4
2619,4,1,1,2,1000000,0,1,85000,3,2,2.0,0.0,3
2758,4,3,1,2,2000000,0,1,200000,3,3,2.0,200000.0,4
2163,4,9,1,8,12000000,0,1,450000,3,3,2.0,0.0,8
2603,4,5,1,2,3000000,0,3,0,3,2,2.0,230000.0,3
1657,8,1,1,1,500000,0,1,0,1,2,2.0,0.0,2
2556,2,9,9,8,5019000,5000000,5,0,6,2,2.0,3034000.0,6
3163,2,1,3,2,0,1300000,2,285000,3,2,2.0,230000.0,3
2078,4,9,9,5,3500000,1500000,4,0,3,2,2.0,3500000.0,7
1299,5,7,9,8,7500000,4000000,7,1200000,6,4,2.0,3400000.0,8
1914,7,9,1,2,1515000,0,5,170000,1,3,2.0,0.0,4
3164,2,5,9,8,2223000,3825900,1,275000,1,4,2.0,0.0,6
1300,5,7,1,8,15000000,0,7,700000,7,2,2.0,4000000.0,8
1651,8,5,1,3,3000000,0,3,0,3,2,2.0,1450000.0,4
4234,4,2,1,2,2500000,0,1,0,3,3,2.0,198500.0,2
4579,4,7,1,1,1500000,0,1,0,3,2,2.0,0.0,1
4392,4,7,1,1,1500000,0,1,0,3,2,2.0,140000.0,1
2751,2,6,9,8,5500000,3800000,3,300000,3,3,2.0,2300000.0,6
3596,10,6,1,8,15000000,0,7,1200000,8,4,2.0,4000000.0,8
2155,4,7,1,2,3000000,0,1,0,4,2,2.0,600000.0,3
3502,8,6,8,8,20000000,10000000,7,450000,7,4,2.0,5500000.0,8
1521,5,5,1,8,15800000,0,7,700000,4,4,2.0,2566500.0,8
4154,2,3,1,1,1500000,0,3,185000,3,1,2.0,400000.0,2
3503,8,8,8,8,15000000,30000000,8,1500000,6,4,2.0,4500000.0,8
3503,8,8,8,8,15000000,30000000,8,1500000,6,4,2.0,4500000.0,8
3503,8,8,8,8,15000000,30000000,8,1500000,6,4,2.0,4500000.0,8
4249,5,0,8,5,0,2000000,4,200000,4,2,1.0,700000.0,4
2368,8,6,8,8,14356761,5000000,4,75000,3,3,2.0,1952500.0,8
1930,4,2,2,1,1000000,0,4,0,3,4,2.0,0.0,3
2704,6,9,1,8,30000000,0,7,150000,3,3,2.0,2200000.0,8
2281,4,2,1,8,3000000,0,4,0,3,2,2.0,100000.0,6
2273,4,6,9,8,4688900,4914300,7,0,3,2,2.0,3209000.0,8
2785,7,5,9,8,27000000,3500000,7,0,3,3,2.0,2000000.0,8
3598,10,9,9,8,6853600,5777100,7,450000,6,4,2.0,2470000.0,8
1923,4,1,5,8,2500000,2699500,5,100000,3,3,2.0,270000.0,6
4320,10,5,1,2,2500000,0,6,0,3,3,2.0,0.0,3
2558,2,9,1,8,5427400,0,4,0,4,2,2.0,325000.0,6
2558,2,9,1,8,5427400,0,4,0,4,2,2.0,325000.0,6
4663,7,1,1,1,2000000,0,1,0,3,1,2.0,0.0,2
2134,9,1,1,3,1500000,0,1,980000,3,2,2.0,180000.0,4
1523,5,9,5,8,5000000,9283172,8,0,7,3,2.0,2783009.0,8
4582,4,5,1,2,2600000,0,3,0,3,2,2.0,115000.0,3
3214,1,7,5,8,3000000,3000000,3,350000,3,2,2.0,150000.0,6
4585,7,7,1,3,3000000,0,1,150000,3,2,1.0,183000.0,3
4233,4,3,1,8,3000000,0,5,0,3,3,2.0,280000.0,4
2716,6,9,9,8,11015535,10103602,4,0,6,2,2.0,2750000.0,8
2035,4,7,1,2,1500000,0,1,0,3,1,2.0,0.0,2
3810,3,6,9,8,9000000,4999200,7,300000,3,4,2.0,2090000.0,8
2560,2,9,1,8,6000000,0,5,0,6,3,2.0,1900000.0,6
4709,4,0,2,2,0,1000000,2,0,1,2,1.0,0.0,1
2076,4,9,1,5,4775300,0,4,0,6,1,2.0,1998500.0,7
4015,3,1,9,6,0,3481600,1,0,1,2,2.0,0.0,4
1526,5,7,1,8,12000000,0,7,995000,3,5,2.0,350000.0,8
2756,2,6,9,8,7481000,5642500,5,0,6,2,2.0,2530000.0,6
4731,4,7,1,1,1500000,0,3,0,3,1,2.0,0.0,2
2531,6,1,9,8,0,5294300,5,0,3,3,2.0,153500.0,6
1821,5,7,1,8,27000000,0,8,1300000,8,5,2.0,20300000.0,8
4904,5,7,1,1,1500000,0,2,0,3,1,2.0,209000.0,2
4791,2,2,3,1,1000000,500000,4,0,1,2,2.0,0.0,2
3603,10,0,5,5,0,5000000,7,0,6,2,1.0,925000.0,6
3597,9,1,1,1,1500000,0,2,0,3,2,2.0,200000.0,3
2929,9,7,9,8,5000000,5000000,5,1000000,7,3,2.0,7000000.0,8
4966,3,1,8,4,2500000,900000,2,0,4,1,2.0,180000.0,3
2855,2,7,1,3,3000000,0,4,0,3,2,2.0,210000.0,4
4009,3,6,3,2,1000000,500000,1,0,3,3,2.0,150000.0,2
3608,10,9,1,8,2729600,0,1,200000,4,1,2.0,353475.0,6
1527,5,6,9,8,4500000,4000000,7,1200000,6,3,2.0,2449750.0,8
4610,7,1,3,3,0,2000000,3,0,4,2,2.0,257000.0,3
1200,4,3,1,5,7000000,0,5,150000,3,4,2.0,350000.0,7
4203,4,6,1,1,1930400,0,3,0,1,1,2.0,0.0,1
2723,6,1,9,8,0,5759000,7,0,3,2,2.0,1960000.0,7
4004,3,6,6,4,2000000,4000000,7,100000,3,4,2.0,1995500.0,6
3108,7,6,6,8,40738110,4181766,8,0,5,3,2.0,3672500.0,8
3215,1,9,9,8,4603500,4603500,5,0,3,2,2.0,525000.0,6
3279,2,1,1,1,1500000,0,1,110000,3,2,2.0,370000.0,3
4870,2,1,1,2,1000000,0,2,50000,4,2,2.0,155000.0,2
2930,9,1,9,8,0,5000000,4,0,3,2,2.0,223000.0,6
2227,8,9,9,8,4066100,4632600,2,0,3,3,2.0,2700000.0,7
4696,2,7,1,3,2000000,0,2,0,1,2,2.0,0.0,2
4328,5,6,1,1,1000000,0,5,680000,3,3,2.0,150000.0,3
4208,1,0,3,2,0,650000,3,0,1,1,1.0,0.0,1
4876,2,5,5,3,2500000,300000,3,85000,3,3,2.0,180000.0,3
1224,4,6,1,8,5799850,0,4,0,3,2,2.0,357000.0,7
2693,4,9,9,8,5000000,4000000,5,300000,4,2,2.0,4100000.0,8
1823,5,1,1,5,3000000,0,3,0,3,2,2.0,200000.0,6
3281,2,1,1,3,2000000,0,2,75000,3,2,2.0,219000.0,3
4978,3,1,1,1,1800000,0,5,125000,3,2,2.0,147500.0,3
3282,2,9,1,8,15160000,0,7,295000,3,3,2.0,171000.0,6
4037,10,9,5,8,10000000,10000000,7,500000,3,5,2.0,3500000.0,8
1639,8,6,1,8,20824304,0,6,250000,3,3,2.0,295000.0,8
3173,2,2,1,4,2500000,0,3,0,4,2,2.0,180000.0,5
3174,2,7,1,8,7000000,0,7,500000,6,1,2.0,1800000.0,7
2757,2,2,1,6,6000000,0,5,50000,4,4,2.0,1900000.0,6
3051,2,6,6,8,3500000,5000000,1,150000,4,2,2.0,376000.0,6
3613,10,5,9,8,38500000,5100000,8,1500000,8,4,2.0,4350000.0,8
1709,7,0,9,8,0,4410000,7,0,4,2,1.0,180000.0,6
4218,4,2,1,1,1000000,0,2,200000,3,1,2.0,0.0,2
1229,4,6,1,5,5380000,0,1,5000,3,2,2.0,150000.0,7
3219,1,3,1,1,2000000,0,4,100000,3,2,2.0,170000.0,2
3219,1,3,1,1,2000000,0,4,100000,3,2,2.0,170000.0,2
3219,1,3,1,1,2000000,0,4,100000,3,2,2.0,170000.0,2
3504,8,7,1,4,5000000,0,7,400000,4,3,2.0,3300000.0,6
4044,2,0,9,1,0,681000,5,50000,3,2,1.0,0.0,2
4302,4,0,3,3,0,2000000,2,0,3,2,1.0,333500.0,2
2299,4,9,1,6,4500000,0,5,550000,4,4,2.0,500000.0,7
2858,2,2,5,1,500000,0,1,0,1,1,2.0,0.0,2
2137,9,9,6,8,4335600,3700000,7,500000,6,3,2.0,2257250.0,8
4286,8,5,1,3,3000000,0,1,150000,3,2,2.0,100000.0,3
1848,4,2,1,8,3500000,0,3,0,4,2,2.0,500000.0,6
1626,8,6,1,8,9825000,0,6,285000,3,3,2.0,1588000.0,8
3176,2,1,1,4,3500000,0,5,450000,3,3,2.0,175000.0,6
3176,2,1,1,4,3500000,0,5,450000,3,3,2.0,175000.0,6
3053,2,0,3,1,0,2000000,7,100000,3,4,1.0,300000.0,3
2068,4,2,5,1,950000,0,3,0,1,1,2.0,0.0,3
1824,5,6,7,8,10000000,5000000,7,600000,7,3,2.0,4000000.0,8
1921,4,9,1,8,5174700,0,7,55000,4,2,2.0,2231000.0,8
2676,4,1,1,5,2000000,0,3,60000,4,2,2.0,0.0,6
2110,4,9,9,8,7290002,5900000,4,120000,7,4,2.0,3900000.0,8
1537,5,3,5,5,2000000,2000000,3,70000,3,3,2.0,0.0,6
3507,8,9,1,5,4214100,0,5,70000,4,3,2.0,350000.0,6
1825,5,7,1,4,4500000,0,2,850000,4,2,2.0,150000.0,6
3710,4,9,9,8,5100000,3400000,7,75000,5,3,2.0,3600000.0,8
4951,4,2,0,5,1000000,0,2,60000,4,2,1.0,254000.0,3
2599,4,9,9,8,4702300,3489282,3,60000,4,2,2.0,1832500.0,8
1896,4,7,1,8,5000000,0,3,55000,4,2,2.0,940000.0,7
4706,9,2,1,1,1500000,0,2,55000,3,2,2.0,180000.0,2
1303,5,9,1,5,5764100,0,7,100000,3,4,2.0,1530000.0,7
1952,4,9,1,8,8500000,0,5,60000,4,3,2.0,400000.0,8
4942,3,7,1,2,2000000,0,5,70000,4,5,2.0,100000.0,3
3734,9,6,1,8,3287000,0,3,60000,4,3,2.0,350000.0,6
1462,4,9,1,4,5174800,0,7,60000,3,4,2.0,2525300.0,7
3179,2,0,9,8,0,5189900,4,70000,4,2,1.0,1401500.0,6
3905,3,9,9,8,31289254,18880266,1,700000,2,3,2.0,3050000.0,8
3111,7,9,9,8,4231200,4761900,5,60000,6,3,2.0,2200000.0,7
3904,3,9,1,4,4339000,0,3,70000,4,2,2.0,400000.0,5
2052,4,1,1,8,3000000,0,3,65,4,2,2.0,150.0,6
4492,10,5,5,1,0,1000000,1,65000,4,1,2.0,396000.0,2
3312,2,7,9,8,2000000,7149700,3,840000,3,2,2.0,276000.0,6
3223,1,9,5,8,3904400,3236600,3,200000,3,3,2.0,216000.0,6
1933,7,6,5,8,2708000,3670000,5,60000,6,3,2.0,1680000.0,7
2931,9,2,1,4,1800000,0,3,200000,4,2,2.0,250000.0,5
2138,9,5,1,8,9821436,0,6,60000,6,3,2.0,1539500.0,8
2140,9,2,1,2,2000000,0,3,70000,5,1,2.0,200000.0,3
1219,4,6,1,8,5801600,0,3,60000,4,2,2.0,230000.0,7
3903,3,9,1,4,4474000,0,1,60000,3,4,2.0,305000.0,4
2788,4,9,9,8,5115900,4216115,5,60000,6,4,2.0,1982300.0,8
3617,10,6,6,8,3500000,0,5,60000,3,2,1.0,170000.0,6
3314,2,7,1,2,2500000,0,1,70000,4,4,2.0,348000.0,4
3621,10,6,0,7,2700000,0,7,70000,4,3,1.0,300000.0,6
2384,8,9,5,8,5256700,2100000,4,350000,5,3,2.0,571500.0,7
4562,7,2,1,4,2500000,0,2,55000,3,1,2.0,0.0,3
2482,6,9,9,8,4500000,3000000,3,1850000,4,1,2.0,250000.0,7
3582,9,0,3,8,0,4000000,5,900,3,2,1.0,299.0,6
3510,8,3,3,5,5000000,2000000,7,1000000,4,3,2.0,6345000.0,7
4538,8,1,1,1,1500000,0,1,0,1,2,2.0,0.0,1
2633,2,1,1,2,1500000,0,1,0,1,2,2.0,0.0,2
3511,8,6,1,5,3242034,0,4,485000,3,4,2.0,110000.0,6
1620,8,0,9,7,0,6317700,7,270000,4,3,1.0,10000000.0,7
1938,7,6,1,2,2000000,0,4,500000,3,3,2.0,100000.0,4
1834,4,9,9,7,5360000,3483000,3,100000,6,1,2.0,2100000.0,7
2564,2,2,1,1,1000000,0,7,220000,5,1,2.0,250000.0,5
3284,2,6,6,8,2575000,2100000,5,275000,3,2,2.0,150000.0,6
1197,4,1,3,8,500000,2500000,3,250000,4,1,2.0,250000.0,6
2804,7,9,9,8,5561000,4670300,5,5000000,6,3,2.0,2742700.0,7
4805,4,7,1,1,750000,0,1,0,3,2,2.0,90000.0,1
2939,7,7,1,8,3500000,0,5,150000,4,2,2.0,500000.0,6
3073,1,3,9,8,500000,5701900,5,536250,4,2,2.0,800000.0,6
3745,9,1,5,7,0,4000000,5,350000,6,2,2.0,1200000.0,7
3683,9,9,9,8,5000000,3000000,4,750000,3,2,2.0,1700000.0,8
3055,2,2,1,3,2000000,0,4,0,3,2,2.0,280000.0,3
2487,6,3,1,3,2000000,0,3,650000,3,2,2.0,350000.0,4
2963,1,7,1,7,5500000,0,5,770000,3,3,2.0,180000.0,5
1649,4,9,1,8,3500000,0,2,0,3,2,2.0,200.0,6
3077,1,8,1,8,8000000,0,7,475000,6,3,2.0,2010000.0,7
3680,9,9,9,8,5304800,4119800,5,300000,3,3,2.0,2365000.0,8
2965,1,9,9,8,6463200,5526000,4,185000,5,5,2.0,900000.0,6
4317,2,7,1,1,1500000,0,1,0,3,1,2.0,150000.0,2
4485,4,1,5,3,3000000,0,1,75000,3,2,2.0,292000.0,3
3625,9,6,1,8,9805000,0,7,650000,4,4,2.0,305400.0,8
1540,5,6,0,8,5700000,0,7,0,4,3,1.0,900000.0,7
3513,8,7,5,8,3000000,4500000,7,530000,3,2,2.0,2250000.0,7
