id,prodi,keberadaan ayah,keberadaan ibu,pekerjaan ayah,pekerjaan ibu,jumlah tanggungan,penghasilan ayah,penghasilan ibu,kepemilikan rumah,iuran sekolah,kendaraan,listrik,pajak mobil,pajak motor,ukt
1289,Akuntansi,1.0,1,PNS / TNI / Polri,PNS / TNI / Polri,6,5314800,5772400,7,700000,6,5,1800000.0,400000,8
1762,Teknik Sipil,1.0,1,PNS / TNI / Polri,PNS / TNI / Polri,5,6000000,4000000,5,500000,3,4,3000000.0,300000,7
3366,Ilmu Hukum,1.0,1,Pensiunan,Tidak Bekerja,6,8000000,0,5,1125000,5,3,2500000.0,300000,8
1675,Ilmu Komunikasi,1.0,1,Lainnya,Karyawan Swasta,4,18146534,3710742,5,700000,3,3,3400000.0,265000,8
2473,Ilmu Kesehatan Masyarakat,1.0,1,PNS / TNI / Polri,PNS / TNI / Polri,3,8000000,11058400,1,450000,7,3,2741750.0,0,8
3638,Biologi,1.0,1,Pedagang Kecil,Tidak Bekerja,4,3000000,0,3,275000,3,3,0.0,360000,4
4785,Agribisnis,1.0,1,Pedagang Kecil,Tidak Bekerja,4,1500000,0,1,0,3,1,0.0,0,1
4213,Pendidikan Guru Sekolah Dasar (PGSD),1.0,1,Pedagang Kecil,Tidak Bekerja,4,1000000,0,4,0,3,2,0.0,140000,2
1764,Teknik Sipil,0.0,1,Sudah Meninggal,PNS / TNI / Polri,3,0,4134400,5,250000,3,2,0.0,284000,6
1199,Pendidikan Biologi,1.0,1,PNS / TNI / Polri,PNS / TNI / Polri,3,11541250,4770500,7,550000,5,4,5000000.0,230000,8
1805,Ekonomi Pembangunan,1.0,1,Pedagang Kecil,Tidak Bekerja,3,8000000,0,5,250000,4,2,0.0,258000,8
3367,Ilmu Hukum,1.0,1,Wiraswasta,Lainnya,2,7816000,3500000,8,450000,8,3,10348000.0,0,8
3922,Teknik Informatika,1.0,1,Karyawan Swasta,Tidak Bekerja,4,15000000,0,7,995000,3,5,3324500.0,180500,8
3492,ILMU HUBUNGAN INTERNASIONAL,1.0,1,Wirausaha,Tidak Bekerja,6,6000000,0,7,200000,6,3,2500000.0,300000,7
2657,Kesehatan Lingkungan,1.0,1,Wiraswasta,PNS / TNI / Polri,3,4000000,4000000,4,450000,3,2,4000000.0,200000,7
2924,Fisika,1.0,1,PNS / TNI / Polri,PNS / TNI / Polri,6,3633100,3200000,1,0,3,1,0.0,250000,6
4556,Teknik Sipil,1.0,1,Pedagang Kecil,Tidak Bekerja,3,2500000,0,1,200000,3,2,0.0,167000,3
3921,Teknik Informatika,1.0,1,PNS / TNI / Polri,Pensiunan,6,5566300,0,4,0,6,3,3000000.0,200000,7
4163,Pendidikan Guru Anak Usia Dini (PGAUD),1.0,1,Lainnya,Tidak Bekerja,4,3541082,0,5,150000,3,2,0.0,218000,4
2209,Ilmu Administrasi Publik,1.0,1,Wiraswasta,Lainnya,5,1500000,650000,5,0,3,1,0.0,150000,3
4295,Kesehatan Lingkungan,1.0,1,Wiraswasta,Tidak Bekerja,3,1000000,0,1,0,1,1,0.0,0,1
1807,Ekonomi Pembangunan,1.0,1,Wiraswasta,Tidak Bekerja,4,8000000,0,7,840000,6,3,2100000.0,0,8
1667,Ilmu Komunikasi,1.0,1,Pensiunan,Lainnya,4,0,6792189,1,450000,3,2,0.0,190000,7
2264,Agribisnis,1.0,1,PNS / TNI / Polri,Tidak Bekerja,3,4815800,0,4,300000,4,2,0.0,514000,6
3918,Teknik Informatika,1.0,1,Karyawan Swasta,Tidak Bekerja,9,14500000,0,7,450000,7,4,3000000.0,350000,8
3049,Teknologi Hasil Perikanan,1.0,1,PNS / TNI / Polri,Tidak Bekerja,3,4300000,0,5,400000,3,3,0.0,200000,6
2734,Teknik Pertanian,1.0,1,Wiraswasta,Tidak Bekerja,4,5700000,0,4,150000,3,2,0.0,150000,6
1666,Ilmu Komunikasi,1.0,0,Wiraswasta,Sudah Meninggal,4,5000000,0,7,0,6,3,1500000.0,300000,7
3737,Ilmu Kelautan,1.0,1,Tidak Bekerja,Karyawan Swasta,2,0,3100000,5,300000,3,1,0.0,0,6
1845,Pendidikan Teknik Mesin,1.0,1,PNS / TNI / Polri,PNS / TNI / Polri,2,4618900,3900000,7,275000,7,2,2500000.0,250000,8
4976,Sistem Informasi,1.0,1,Buruh,Tidak Bekerja,3,2000000,0,1,260000,3,2,0.0,300000,3
3277,Peternakan,1.0,1,Wiraswasta,Tidak Bekerja,4,10000000,0,6,550000,6,4,1000000.0,4000000,8
2210,Ilmu Administrasi Publik,1.0,1,Buruh,Tidak Bekerja,4,2000000,0,1,0,3,2,0.0,0,2
3849,Sistem Informasi,1.0,1,PNS / TNI / Polri,Tidak Bekerja,5,5275400,0,1,330000,6,3,1400000.0,200000,7
4265,Teknik Geologi,1.0,1,Buruh,Tidak Bekerja,5,2000000,0,1,0,3,3,0.0,0,2
3494,ILMU HUBUNGAN INTERNASIONAL,1.0,1,Buruh,Tidak Bekerja,5,1500000,0,1,75000,3,2,0.0,200000,2
3373,Ilmu Hukum,1.0,1,PNS / TNI / Polri,PNS / TNI / Polri,5,15000000,9000000,7,0,8,5,8000000.0,2000000,8
1810,Ekonomi Pembangunan,1.0,1,Buruh,Tidak Bekerja,3,1500000,0,1,100000,3,3,0.0,135500,3
2123,Matematika,1.0,1,Karyawan Swasta,Tidak Bekerja,6,3000000,0,3,75000,3,2,0.0,200000,4
3612,Kimia,1.0,1,Wiraswasta,Tidak Bekerja,5,1500000,0,5,275000,5,3,0.0,700000,5
3612,Kimia,1.0,1,Wiraswasta,Tidak Bekerja,5,1500000,0,5,275000,5,3,0.0,700000,5
3612,Kimia,1.0,1,Wiraswasta,Tidak Bekerja,5,1500000,0,5,275000,5,3,0.0,700000,5
3612,Kimia,1.0,1,Wiraswasta,Tidak Bekerja,5,1500000,0,5,275000,5,3,0.0,700000,5
3612,Kimia,1.0,1,Wiraswasta,Tidak Bekerja,5,1500000,0,5,275000,5,3,0.0,700000,5
3612,Kimia,1.0,1,Wiraswasta,Tidak Bekerja,5,1500000,0,5,275000,5,3,0.0,700000,5
1811,Ekonomi Pembangunan,1.0,1,PNS / TNI / Polri,Tidak Bekerja,2,5456900,0,8,500000,7,3,1500000.0,240000,8
3917,Teknik Informatika,1.0,1,PNS / TNI / Polri,Tidak Bekerja,4,7070200,0,5,0,4,3,0.0,300000,7
2698,Pendidikan Guru Sekolah Dasar (PGSD),1.0,1,Buruh,Lainnya,2,1500000,1000000,3,0,3,2,0.0,128500,6
1949,Pendidikan Sejarah,1.0,1,Karyawan Swasta,Tidak Bekerja,4,3714710,0,6,100000,3,3,0.0,130000,5
1664,Ilmu Komunikasi,1.0,1,PNS / TNI / Polri,Tidak Bekerja,2,10000000,0,7,125000,5,2,1800000.0,250000,8
3525,Teknik Pertambangan,1.0,1,PNS / TNI / Polri,Wirausaha,3,5774600,5000000,5,300000,6,4,3800000.0,190000,7
4789,Agribisnis,0.0,1,Sudah Meninggal,Petani,3,0,900000,1,0,3,1,0.0,0,1
2767,Pendidikan Guru Anak Usia Dini (PGAUD),1.0,1,Buruh,Tidak Bekerja,3,3500000,0,1,100000,3,3,0.0,250000,6
2211,Ilmu Administrasi Publik,1.0,1,Wirausaha,PNS / TNI / Polri,7,10000000,5000000,7,250000,6,4,2400000.0,400000,8
4447,Teknologi Hasil Perikanan,1.0,1,Petani,Petani,2,500000,500000,2,0,1,1,0.0,0,1
3382,Ilmu Hukum,1.0,1,PNS / TNI / Polri,Tidak Bekerja,4,5342000,0,8,1400000,8,5,0.0,300000,8
3848,Sistem Informasi,1.0,1,Wiraswasta,Karyawan Swasta,5,3000000,3000000,4,300000,3,3,0.0,179000,6
1767,Teknik Sipil,1.0,1,Karyawan Swasta,PNS / TNI / Polri,7,3900000,12474208,7,450000,6,4,2222750.0,281000,8
2127,Matematika,1.0,1,Wirausaha,Karyawan Swasta,4,5000000,5000000,8,651000,3,3,3000000.0,300000,8
4890,Sosiologi,1.0,1,Buruh,Tidak Bekerja,4,1000000,0,2,100000,5,1,0.0,0,2
4199,Sosiologi,1.0,1,Lainnya,Petani,2,0,2000000,5,0,3,2,0.0,300000,4
3916,Teknik Informatika,1.0,1,Petani,PNS / TNI / Polri,5,800000,4919800,4,0,4,3,0.0,159000,6
4557,Teknik Sipil,1.0,1,Petani,Tidak Bekerja,2,1500000,0,1,400000,3,2,0.0,216500,3
2668,Teknik Elektro,1.0,1,Wiraswasta,Tidak Bekerja,5,3500000,0,7,150000,3,4,0.0,216500,4
3549,Ilmu Hukum,1.0,1,Karyawan Swasta,Tidak Bekerja,5,5320000,0,7,450000,3,3,0.0,200000,7
3915,Teknik Informatika,1.0,1,PNS / TNI / Polri,Tidak Bekerja,2,7000000,0,1,445000,6,3,1932000.0,437000,8
1291,Akuntansi,1.0,1,PNS / TNI / Polri,Tidak Bekerja,5,4478300,0,6,575000,6,3,1900000.0,200000,7
3802,Pendidikan Matematika,1.0,1,Karyawan Swasta,Tidak Bekerja,6,19082293,0,7,450000,6,4,1800000.0,200000,8
1769,Teknik Sipil,1.0,1,Pensiunan,Pensiunan,1,3935500,3787400,7,400000,6,2,700000.0,0,7
4692,Ilmu Kelautan,1.0,1,Wirausaha,Tidak Bekerja,3,2500000,500000,4,175000,3,3,0.0,200000,4
1193,Pendidikan Matematika,1.0,1,Wiraswasta,Tidak Bekerja,3,3000000,0,5,200000,3,3,0.0,223000,7
1193,Pendidikan Matematika,1.0,1,Wiraswasta,Tidak Bekerja,3,3000000,0,5,200000,3,3,0.0,223000,7
4257,Arsitektur,1.0,1,Pedagang Kecil,Tidak Bekerja,3,1000000,0,2,0,3,2,0.0,0,2
4948,Pendidikan Pancasila & Kewarganegaraan (PPKN),1.0,1,Wiraswasta,Tidak Bekerja,4,1000000,0,1,80000,3,1,0.0,180000,2
2156,Pendidikan Bahasa Inggris,1.0,1,Tidak Bekerja,Lainnya,3,0,2000000,8,0,4,2,0.0,200000,3
3278,Peternakan,1.0,1,Lainnya,Tidak Bekerja,3,4000000,0,5,0,4,2,0.0,200000,6
4786,Pendidikan Masyarakat,1.0,1,Pedagang Kecil,Lainnya,2,1500000,300000,1,0,3,2,0.0,180000,2
4122,"Pendidikan Bahasa, Sastra Indonesia & Daerah",1.0,1,Buruh,Tidak Bekerja,4,500000,0,3,0,3,2,0.0,0,2
1292,Akuntansi,0.0,1,Pensiunan,Pedagang Kecil,2,1700000,2000000,7,530000,3,3,0.0,400000,7
1917,Pendidikan Pancasila & Kewarganegaraan (PPKN),1.0,1,Buruh,Karyawan Swasta,3,4500000,4200000,4,0,7,2,2127500.0,0,8
3550,Ilmu Hukum,1.0,1,Tidak Bekerja,Karyawan Swasta,3,0,3500000,7,700000,3,3,2000000.0,700000,7
3843,Sistem Informasi,1.0,1,Wiraswasta,Tidak Bekerja,5,5000000,0,5,260000,4,2,0.0,330000,6
1456,Sosiologi,1.0,1,Karyawan Swasta,Tidak Bekerja,5,7500000,0,8,450000,3,4,0.0,370000,8
1640,Pendidikan Teknik Mesin,1.0,1,PNS / TNI / Polri,PNS / TNI / Polri,2,3000000,4000000,4,550000,7,3,3400000.0,350000,8
1640,Pendidikan Teknik Mesin,1.0,1,PNS / TNI / Polri,PNS / TNI / Polri,2,3000000,4000000,4,550000,7,3,3400000.0,350000,8
1775,Teknik Sipil,1.0,1,Karyawan Swasta,Tidak Bekerja,4,47664175,0,7,300000,5,4,2415000.0,675000,8
4155,Sosiologi,1.0,1,Petani,Tidak Bekerja,6,1500000,0,1,0,3,2,0.0,0,2
2717,Teknik Elektro,1.0,1,Karyawan Swasta,Tidak Bekerja,2,1800000,0,1,370000,4,5,0.0,257000,4
4204,Ilmu Kelautan,1.0,1,Tidak Bekerja,Lainnya,2,0,1500000,1,0,3,2,0.0,218000,2
1778,Teknik Sipil,1.0,1,PNS / TNI / Polri,Tidak Bekerja,5,12600000,0,7,550000,8,5,3323250.0,342000,8
3729,Farmasi,1.0,1,PNS / TNI / Polri,Tidak Bekerja,3,4696800,0,7,225000,8,3,4200000.0,325000,8
4576,Pendidikan Jasmani dan Kesehatan,1.0,1,Buruh,Tidak Bekerja,5,1800000,0,1,0,3,2,0.0,200000,1
4646,Kimia,1.0,1,Petani,Tidak Bekerja,5,1500000,0,3,0,4,2,0.0,0,2
3472,Proteksi Tanaman,1.0,1,Tidak Bekerja,Wiraswasta,4,0,3000000,2,0,1,1,0.0,0,2
3694,Sistem Informasi,1.0,1,Wiraswasta,Tidak Bekerja,4,3000000,0,1,400000,3,2,0.0,0,4
3912,Teknik Informatika,1.0,1,Lainnya,Tidak Bekerja,4,5719360,0,8,300000,6,3,3000000.0,0,8
1779,Teknik Sipil,1.0,1,Karyawan Swasta,Tidak Bekerja,3,80000000,0,8,3900000,8,4,2000000.0,395000,8
1662,Ilmu Komunikasi,1.0,1,PNS / TNI / Polri,Tidak Bekerja,4,5287400,0,5,0,3,3,1200000.0,250000,7
1512,Manajemen,1.0,1,Lainnya,Lainnya,3,17000000,14000000,8,1200000,8,5,3000000.0,190000,8
3101,Teknik Geologi,1.0,1,Wiraswasta,Lainnya,5,4500000,3711000,7,0,3,4,0.0,337500,6
1203,Pendidikan Biologi,1.0,1,PNS / TNI / Polri,Pensiunan,5,5000000,2000000,3,350000,3,2,0.0,200000,7
2013,Akuntansi,1.0,1,Buruh,Tidak Bekerja,5,5500000,0,3,500000,6,2,2200000.0,254000,7
4034,Ilmu Hukum,1.0,1,PNS / TNI / Polri,Tidak Bekerja,6,1525600,0,4,100000,4,2,0.0,308000,3
4034,Ilmu Hukum,1.0,1,PNS / TNI / Polri,Tidak Bekerja,6,1525600,0,4,100000,4,2,0.0,308000,3
4034,Ilmu Hukum,1.0,1,PNS / TNI / Polri,Tidak Bekerja,6,1525600,0,4,100000,4,2,0.0,308000,3
4034,Ilmu Hukum,1.0,1,PNS / TNI / Polri,Tidak Bekerja,6,1525600,0,4,100000,4,2,0.0,308000,3
1780,Teknik Sipil,0.0,1,Sudah Meninggal,PNS / TNI / Polri,2,0,3775400,7,300000,6,3,0.0,800000,6
2742,Teknik Pertanian,1.0,1,Karyawan Swasta,PNS / TNI / Polri,5,1733750,4833200,4,75000,5,3,0.0,600000,6
4624,Ilmu Tanah,1.0,1,Lainnya,Pedagang Kecil,4,1000000,2000000,3,0,3,2,0.0,0,2
2936,Arsitektur,1.0,1,Wiraswasta,Wiraswasta,6000000,10000000,12000000,1,1200000,6,5,4000000.0,200000,5
4230,Agronomi,1.0,1,Lainnya,Tidak Bekerja,6,1500000,0,2,0,3,2,0.0,300000,2
1957,Pendidikan Sejarah,1.0,1,Lainnya,Lainnya,4,1500000,600000,3,0,3,2,0.0,227000,3
4759,Pendidikan Guru Anak Usia Dini (PGAUD),1.0,1,Tidak Bekerja,Petani,5,0,1000000,2,0,1,2,0.0,0,1
3557,Ilmu Hukum,1.0,1,PNS / TNI / Polri,Tidak Bekerja,2,4955900,0,7,100000,3,4,1500000.0,200000,7
4033,Teknik Sipil,1.0,1,PNS / TNI / Polri,Lainnya,5,3143200,1000000,4,200000,6,3,1500000.0,150000,5
2744,Teknik Pertanian,1.0,1,PNS / TNI / Polri,Tidak Bekerja,2,6246700,0,6,0,4,2,3200000.0,250000,6
2107,Pendidikan Bahasa Inggris,1.0,1,Pedagang Kecil,Tidak Bekerja,6,2000000,0,1,100000,3,3,0.0,200000,3
1294,Akuntansi,1.0,1,Wiraswasta,Tidak Bekerja,3,6000000,0,7,1200000,4,3,600000.0,550000,8
2061,"Pendidikan Bahasa, Sastra Indonesia & Daerah",1.0,1,Petani,Tidak Bekerja,4,4000000,0,3,0,6,2,1000000.0,200000,7
2220,Ilmu Administrasi Publik,1.0,1,Petani,Tidak Bekerja,5,7000000,0,5,0,8,1,3400000.0,500000,7
2650,Bimbingan dan Konseling,1.0,1,PNS / TNI / Polri,PNS / TNI / Polri,4,6248700,4767400,3,3000000,4,1,1250000.0,300000,8
2222,Ilmu Administrasi Publik,1.0,1,Wiraswasta,Wiraswasta,5,3000000,2500000,4,100000,3,2,0.0,400000,6
1513,Manajemen,1.0,1,Wiraswasta,Lainnya,6,10000000,20000000,7,0,4,2,1400000.0,200000,8
3616,Kimia,1.0,1,Buruh,Tidak Bekerja,3,3860000,0,2,500000,3,2,0.0,204500,6
4645,Teknik Elektro,0.0,1,Sudah Meninggal,Buruh,2,0,1000000,2,0,3,3,0.0,179000,2
2324,Ilmu Administrasi Publik,1.0,1,Wiraswasta,Tidak Bekerja,2,5000000,0,4,0,4,2,0.0,631000,6
3818,Sistem Informasi,1.0,1,Wirausaha,Tidak Bekerja,5,5000000,0,6,500000,3,5,0.0,200000,7
4259,Pendidikan Guru Anak Usia Dini (PGAUD),1.0,1,Buruh,Tidak Bekerja,3,4000000,0,1,0,4,1,0.0,360000,4
4580,Teknik Kimia,1.0,1,Karyawan Swasta,Tidak Bekerja,3,3470260,0,3,300000,3,3,0.0,149000,4
4202,Pendidikan Matematika,1.0,1,Petani,Tidak Bekerja,3,1000000,0,2,0,3,1,0.0,140000,2
3900,Sistem Komputer,1.0,1,Wiraswasta,PNS / TNI / Polri,9,1500000,3981400,4,0,3,3,0.0,300000,2
3900,Sistem Komputer,1.0,1,Wiraswasta,PNS / TNI / Polri,9,1500000,3981400,4,0,3,3,0.0,300000,2
1514,Manajemen,1.0,1,Karyawan Swasta,Tidak Bekerja,5,10746463,0,7,450000,3,3,1600000.0,179000,8
4989,Ilmu Kesehatan Masyarakat,1.0,1,Karyawan Swasta,Tidak Bekerja,4,3200000,0,1,70000,3,2,0.0,213500,2
4893,Sosiologi,1.0,0,Buruh,Sudah Meninggal,1,1000000,0,3,0,1,2,0.0,0,3
4231,Ekonomi Pembangunan,0.0,1,Sudah Meninggal,Buruh,2,0,750000,1,0,1,3,0.0,0,1
4490,Ilmu Hukum,1.0,1,Lainnya,Tidak Bekerja,3,1000000,0,1,0,1,2,0.0,0,1
3561,Ilmu Hukum,1.0,1,Pensiunan,Lainnya,6,1680000,0,1,200000,3,3,0.0,136500,3
1295,Akuntansi,1.0,1,Karyawan Swasta,Tidak Bekerja,5,10930000,0,7,0,6,2,2100000.0,200000,8
2041,Pendidikan Ekonomi,0.0,1,Sudah Meninggal,Pedagang Kecil,2,0,1500000,1,0,1,4,0.0,0,2
1296,Akuntansi,1.0,1,PNS / TNI / Polri,Tidak Bekerja,5,10000000,0,7,400000,6,4,1938500.0,556500,8
2101,Pendidikan Bahasa Inggris,1.0,1,Karyawan Swasta,Tidak Bekerja,4,14000000,0,1,150000,7,2,3000000.0,300000,8
1458,Sosiologi,1.0,1,Karyawan Swasta,Pedagang Kecil,2,5600000,500000,5,200000,4,2,0.0,600000,7
1815,Ekonomi Pembangunan,1.0,1,Karyawan Swasta,Karyawan Swasta,3,7548873,2246216,7,500000,7,4,2000000.0,200000,8
2287,Pendidikan Jasmani dan Kesehatan,1.0,1,Buruh,Tidak Bekerja,2,2500000,0,3,0,3,2,0.0,300000,6
2290,Pendidikan Jasmani dan Kesehatan,1.0,1,Karyawan Swasta,PNS / TNI / Polri,6,1723262,5703130,6,200000,3,3,0.0,300000,6
4695,Ilmu Kelautan,1.0,1,Buruh,Tidak Bekerja,4,3400000,0,1,100000,3,3,0.0,250000,3
3498,ILMU HUBUNGAN INTERNASIONAL,1.0,1,Buruh,PNS / TNI / Polri,4,1500000,5689100,4,0,4,2,0.0,300000,7
3529,Teknik Pertambangan,1.0,1,PNS / TNI / Polri,PNS / TNI / Polri,5,5300000,4500000,7,0,3,2,0.0,172000,6
3572,Ilmu Hukum,1.0,1,Karyawan Swasta,Tidak Bekerja,3,9500000,0,7,500000,6,5,1988000.0,255000,8
2551,Agribisnis,1.0,1,PNS / TNI / Polri,Tidak Bekerja,4,8605640,0,6,0,4,3,0.0,150000,6
3573,Ilmu Hukum,1.0,1,Lainnya,Pensiunan,3,15050000,0,8,9500000,6,5,4349500.0,400000,8
3573,Ilmu Hukum,1.0,1,Lainnya,Pensiunan,3,15050000,0,8,9500000,6,5,4349500.0,400000,8
2291,Pendidikan Jasmani dan Kesehatan,1.0,1,Lainnya,Tidak Bekerja,1,2500000,0,3,110000,1,2,0.0,0,6
2477,Ilmu Kesehatan Masyarakat,1.0,1,PNS / TNI / Polri,Tidak Bekerja,3,6000000,0,1,700000,3,2,0.0,300000,7
1515,Manajemen,1.0,1,Wirausaha,Tidak Bekerja,6,20000000,0,8,1900000,8,5,4000000.0,0,8
3530,Teknik Pertambangan,1.0,1,PNS / TNI / Polri,PNS / TNI / Polri,4,5501600,3808500,7,640000,6,4,2100000.0,0,8
4697,Ilmu Kelautan,1.0,1,Pedagang Kecil,Tidak Bekerja,5,1500000,0,3,0,3,2,1968750.0,383000,2
4274,Akuntansi,1.0,1,Buruh,Tidak Bekerja,2,2000000,0,1,225000,3,1,0.0,300000,3
4272,Ilmu Komunikasi,1.0,1,Buruh,Wirausaha,3,1500000,2000000,1,450000,3,2,0.0,240000,4
2332,Ilmu Administrasi Publik,1.0,1,Buruh,Tidak Bekerja,3,1500000,0,1,0,3,2,0.0,0,2
2270,Pendidikan Bahasa Inggris,1.0,1,Wirausaha,Tidak Bekerja,4,8000000,0,7,70000,3,5,2000000.0,200000,8
2334,Ilmu Administrasi Publik,1.0,1,Wiraswasta,Karyawan Swasta,2,5000000,3000000,4,450000,6,3,1800000.0,0,7
2360,Ilmu Administrasi Publik,1.0,1,Wiraswasta,Tidak Bekerja,4,6275150,0,7,500000,4,2,900000.0,272000,7
3499,ILMU HUBUNGAN INTERNASIONAL,1.0,1,Wiraswasta,Wiraswasta,5,4000000,2000000,7,100000,3,3,0.0,250000,6
1816,Ekonomi Pembangunan,1.0,1,Karyawan Swasta,Tidak Bekerja,4,7760000,0,4,0,4,1,0.0,400000,7
4048,Pendidikan Ekonomi,1.0,1,Buruh,PNS / TNI / Polri,3,1500000,145000,1,0,3,3,0.0,150000,2
1660,Ilmu Komunikasi,1.0,1,Pedagang Kecil,Tidak Bekerja,4,2500000,0,2,200000,3,2,0.0,125000,4
1516,Manajemen,1.0,1,PNS / TNI / Polri,PNS / TNI / Polri,4,5356900,4345400,7,450000,6,3,1765000.0,400000,8
3576,Ilmu Hukum,1.0,1,Karyawan Swasta,PNS / TNI / Polri,4,7000000,10000000,7,550000,8,4,3480000.0,500000,8
1461,Sosiologi,1.0,1,Karyawan Swasta,Tidak Bekerja,5,3699439,0,1,0,3,2,0.0,200000,4
3579,Ilmu Hukum,1.0,1,PNS / TNI / Polri,PNS / TNI / Polri,6,6025600,3710700,6,1200000,6,4,4348875.0,200000,8
3439,Agronomi,1.0,1,Karyawan Swasta,Tidak Bekerja,4,6250000,0,1,450000,3,4,0.0,202000,6
2166,Pendidikan Bahasa Inggris,1.0,1,PNS / TNI / Polri,PNS / TNI / Polri,3,4699300,4325600,2,150000,4,2,0.0,200000,6
3103,Teknik Geologi,1.0,1,Karyawan Swasta,Tidak Bekerja,3,4500000,0,4,100000,3,4,0.0,200000,6
1817,Ekonomi Pembangunan,1.0,1,Pedagang Kecil,Tidak Bekerja,4,4000000,0,1,150000,4,3,0.0,250000,6
3531,Teknik Pertambangan,1.0,1,Karyawan Swasta,PNS / TNI / Polri,2,4188556,5611238,4,0,4,2,0.0,450000,6
3817,Sistem Informasi,1.0,1,PNS / TNI / Polri,Tidak Bekerja,3,9355900,0,7,0,4,3,0.0,350000,7
1463,Sosiologi,1.0,1,Wirausaha,Tidak Bekerja,4,4000000,0,5,485000,4,4,0.0,200000,6
2627,Bimbingan dan Konseling,1.0,1,PNS / TNI / Polri,Tidak Bekerja,2,5950000,0,7,0,5,2,2800000.0,200000,8
3501,ILMU HUBUNGAN INTERNASIONAL,1.0,1,Buruh,Tidak Bekerja,4,2310000,0,2,150000,3,2,0.0,200000,3
3717,Farmasi,1.0,1,Lainnya,PNS / TNI / Polri,2,1100000,4618900,6,0,3,2,0.0,143000,6
3581,Ilmu Hukum,1.0,1,Wiraswasta,Tidak Bekerja,5,2000000,0,4,0,3,1,2450000.0,212000,3
3104,Teknik Geologi,1.0,1,Karyawan Swasta,PNS / TNI / Polri,5,3100000,4849000,7,300000,3,2,723000.0,255500,7
2003,Manajemen,1.0,1,Lainnya,Pedagang Kecil,5,10000000,3000000,1,650000,1,3,0.0,0,8
3804,Pendidikan Biologi,1.0,1,PNS / TNI / Polri,PNS / TNI / Polri,4,3305700,3074700,7,0,3,3,1100000.0,350000,7
2632,Teknologi Hasil Pertanian,1.0,1,Wiraswasta,PNS / TNI / Polri,4,1500000,4000000,5,200000,3,2,0.0,140000,6
1631,Pendidikan Teknik Mesin,1.0,1,Lainnya,Lainnya,5,18363975,2816651,7,270000,6,4,1800000.0,200000,8
4688,Ilmu Keperawatan,1.0,1,Karyawan Swasta,Tidak Bekerja,5,3428000,0,4,100000,3,3,0.0,162000,3
3697,Sistem Informasi,1.0,1,PNS / TNI / Polri,PNS / TNI / Polri,6,5286100,3990090,5,0,4,2,0.0,318000,6
2746,Teknik Pertanian,1.0,1,Lainnya,Lainnya,3,2500000,0,4,0,4,2,0.0,390000,5
2132,Matematika,1.0,1,Lainnya,Tidak Bekerja,5,3711000,0,3,83000,3,2,0.0,183000,4
2619,Bimbingan dan Konseling,1.0,1,Buruh,Tidak Bekerja,2,1000000,0,1,85000,3,2,0.0,0,3
2758,Pendidikan Guru Anak Usia Dini (PGAUD),1.0,1,Pedagang Kecil,Tidak Bekerja,4,2000000,0,1,200000,3,3,0.0,200000,4
2163,Pendidikan Bahasa Inggris,1.0,1,PNS / TNI / Polri,Tidak Bekerja,6,12000000,0,1,450000,3,3,0.0,0,8
2603,Bimbingan dan Konseling,1.0,1,Lainnya,Tidak Bekerja,6,3000000,0,3,0,3,2,180000.0,50000,3
1657,Ilmu Komunikasi,1.0,1,Tidak Bekerja,Tidak Bekerja,4,500000,0,1,0,1,2,0.0,0,2
2556,Agribisnis,1.0,1,PNS / TNI / Polri,PNS / TNI / Polri,3,5019000,5000000,5,0,6,2,2800000.0,234000,6
3163,Agroekoteknologi,1.0,1,Tidak Bekerja,Pedagang Kecil,2,0,1300000,2,285000,3,2,0.0,230000,3
2078,"Pendidikan Bahasa, Sastra Indonesia & Daerah",1.0,1,PNS / TNI / Polri,PNS / TNI / Polri,5,3500000,1500000,4,0,3,2,3200000.0,300000,7
1299,Akuntansi,1.0,1,Wiraswasta,PNS / TNI / Polri,3,7500000,4000000,7,1200000,6,4,3100000.0,300000,8
1914,Teknik Kimia,1.0,1,PNS / TNI / Polri,Tidak Bekerja,3,1515000,0,5,170000,1,3,0.0,0,4
3164,Agroekoteknologi,1.0,1,Lainnya,PNS / TNI / Polri,3,2223000,3825900,1,275000,1,4,0.0,0,6
1300,Akuntansi,1.0,1,Wiraswasta,Tidak Bekerja,2,15000000,0,7,700000,7,2,4000000.0,0,8
1651,Ilmu Komunikasi,1.0,1,Lainnya,Tidak Bekerja,4,3000000,0,3,0,3,2,1200000.0,250000,4
4234,Pendidikan Sejarah,1.0,1,Petani,Tidak Bekerja,5,2500000,0,1,0,3,3,0.0,198500,2
4579,Pendidikan Jasmani dan Kesehatan,1.0,1,Wiraswasta,Tidak Bekerja,4,1500000,0,1,0,3,2,0.0,0,1
4392,Pendidikan Ekonomi,1.0,1,Wiraswasta,Tidak Bekerja,5,1500000,0,1,0,3,2,0.0,140000,1
2751,Teknik Pertanian,1.0,1,Karyawan Swasta,PNS / TNI / Polri,3,5500000,3800000,3,300000,3,3,1850000.0,450000,6
3596,Ilmu Hukum,1.0,1,Karyawan Swasta,Tidak Bekerja,7,15000000,0,7,1200000,8,4,4000000.0,0,8
2155,Pendidikan Bahasa Inggris,1.0,1,Wiraswasta,Tidak Bekerja,6,3000000,0,1,0,4,2,0.0,600000,3
