no_test,fakultas,pekerjaan_ayah,pekerjaan_ibu,penghasilan_ayah,penghasilan_ibu,total_pendapatan,pendapatan_class,jumlah_tanggungan,kepemilikan_rumah,kendaraan,sekolah,listrik,Penghasilan perkapita,ukt
423503420,3,14.0,1.0,5000000.0,0.0,8,6,4.0,7,6,4.0,4,6,6.0
423502563,9,6.0,14.0,1500000.0,4200000.0,8,6,5.0,1,3,5.0,2,6,6.0
423501233,4,6.0,1.0,3656528.0,0.0,8,6,3.0,3,4,2.0,3,6,7.0
423501207,9,6.0,6.0,8000000.0,2775000.0,8,8,3.0,6,4,5.0,3,8,8.0
423501086,3,13.0,3.0,0.0,500000.0,2,1,4.0,2,4,3.0,2,1,1.0
423501065,5,5.0,9.0,5801400.0,25000000.0,8,8,1.0,8,8,3.0,3,8,8.0
423501038,4,5.0,1.0,4300000.0,0.0,8,5,4.0,1,3,4.0,3,5,7.0
423500600,4,9.0,1.0,1500000.0,0.0,8,1,5.0,3,4,2.0,4,1,3.0
423499799,3,6.0,6.0,2000000.0,1500000.0,8,8,2.0,4,3,2.0,3,8,5.0
423499656,5,3.0,1.0,1000000.0,0.0,5,1,3.0,2,3,3.0,2,1,2.0
423499591,4,3.0,3.0,1500000.0,0.0,8,1,4.0,2,3,1.0,1,1,2.0
423499160,5,6.0,14.0,3100000.0,0.0,8,1,7.0,4,3,2.0,2,1,5.0
423498950,10,14.0,1.0,30267200.0,0.0,8,8,4.0,8,7,4.0,4,8,8.0
423498651,7,11.0,6.0,1000000.0,2000000.0,8,2,5.0,2,3,4.0,2,2,2.0
423498422,2,5.0,5.0,5304800.0,3909700.0,8,8,6.0,6,4,3.0,3,8,6.0
423498339,8,11.0,11.0,2000000.0,1000000.0,8,8,2.0,1,3,2.0,1,8,4.0
423498321,4,7.0,1.0,2000000.0,0.0,8,2,4.0,5,3,2.0,1,2,4.0
423498057,4,3.0,1.0,1500000.0,0.0,8,2,3.0,3,3,1.0,1,2,3.0
423497668,7,1.0,14.0,0.0,4930182.0,8,8,2.0,1,3,4.0,3,8,5.0
423497525,1,9.0,5.0,500000.0,4618900.0,8,4,6.0,3,3,2.0,2,4,2.0
423497454,4,9.0,1.0,2000000.0,0.0,8,3,3.0,4,3,4.0,2,3,2.0
423497304,4,9.0,1.0,500000.0,0.0,2,1,3.0,1,1,1.0,1,1,2.0
423497181,4,11.0,1.0,2500000.0,0.0,8,2,4.0,3,3,4.0,2,2,2.0
423496377,2,11.0,1.0,2000000.0,0.0,8,3,3.0,4,4,2.0,2,3,4.0
423496250,2,11.0,1.0,2000000.0,0.0,8,3,3.0,4,4,2.0,2,3,4.0
423496019,4,9.0,13.0,4000000.0,0.0,8,7,3.0,5,3,4.0,4,7,6.0
423495166,4,11.0,1.0,1500000.0,0.0,8,3,2.0,2,3,2.0,1,3,3.0
423495101,2,6.0,1.0,3000000.0,0.0,8,8,1.0,6,3,2.0,3,8,5.0
423494705,4,5.0,14.0,3500000.0,0.0,8,2,6.0,1,3,4.0,2,2,5.0
423494456,5,7.0,14.0,5000000.0,0.0,8,6,4.0,4,4,3.0,3,6,7.0
423494164,3,6.0,1.0,3530000.0,0.0,8,6,3.0,1,1,5.0,3,6,6.0
423493187,4,14.0,14.0,0.0,500000.0,2,1,5.0,1,3,3.0,2,1,2.0
423492569,9,11.0,1.0,2000000.0,0.0,8,1,6.0,5,3,5.0,2,1,5.0
423492252,4,10.0,1.0,1000000.0,0.0,5,1,5.0,1,1,2.0,1,1,2.0
423491979,2,3.0,1.0,1000000.0,0.0,5,1,3.0,2,3,2.0,1,1,2.0
231610070110,2,5.0,1.0,3743100.0,0.0,8,6,3.0,5,4,4.0,3,6,6.0
423491393,2,5.0,1.0,3743100.0,0.0,8,6,3.0,5,4,4.0,3,6,6.0
423491219,2,14.0,1.0,2000000.0,0.0,8,1,5.0,5,3,4.0,2,1,6.0
423490252,10,11.0,11.0,1000000.0,1000000.0,8,3,3.0,3,3,1.0,2,3,3.0
423487805,4,3.0,7.0,2000000.0,1500000.0,8,8,2.0,5,4,3.0,2,8,6.0
423487799,9,5.0,13.0,3553900.0,0.0,8,6,3.0,1,3,4.0,4,6,4.0
423487154,4,5.0,5.0,3700000.0,3000000.0,8,7,5.0,3,3,5.0,1,7,7.0
423486727,7,11.0,1.0,2520000.0,0.0,8,4,3.0,1,3,5.0,4,4,3.0
423486469,5,11.0,1.0,3000000.0,0.0,8,3,4.0,4,4,4.0,3,3,6.0
423484475,7,6.0,1.0,10000000.0,0.0,8,8,4.0,8,8,4.0,5,8,8.0
423484378,4,11.0,1.0,3200000.0,0.0,8,5,3.0,4,1,1.0,3,5,6.0
423483356,2,3.0,1.0,2000000.0,0.0,8,2,4.0,3,4,4.0,1,2,3.0
423483293,10,5.0,1.0,4000000.0,0.0,8,3,6.0,5,3,3.0,4,3,5.0
423481182,4,7.0,1.0,1500000.0,0.0,8,1,5.0,2,4,1.0,1,1,3.0
423479137,5,6.0,1.0,4125455.0,0.0,8,5,4.0,5,3,4.0,2,5,7.0
423479134,4,3.0,1.0,500000.0,0.0,2,1,2.0,2,3,2.0,2,1,4.0
423479068,10,5.0,1.0,5105200.0,0.0,8,5,5.0,1,3,3.0,1,5,5.0
423478925,2,11.0,1.0,2000000.0,0.0,8,5,2.0,3,4,3.0,2,5,4.0
423477215,5,6.0,1.0,22000000.0,0.0,8,8,6.0,8,4,4.0,4,8,8.0
423477207,10,5.0,5.0,5132400.0,9044261.0,8,8,3.0,8,6,4.0,4,8,8.0
423472625,8,3.0,1.0,3000000.0,0.0,8,2,5.0,5,8,1.0,2,2,7.0
423470253,8,11.0,1.0,1500000.0,0.0,8,1,4.0,2,3,1.0,1,1,1.0
423469589,3,10.0,6.0,1000000.0,6000000.0,8,8,2.0,4,4,2.0,3,8,4.0
423467795,7,11.0,1.0,3500000.0,0.0,8,6,3.0,4,4,5.0,4,6,6.0
423467269,2,14.0,1.0,5000000.0,0.0,8,8,3.0,1,3,1.0,1,8,3.0
423465521,2,10.0,1.0,6000000.0,0.0,8,8,4.0,5,3,1.0,2,8,6.0
423465358,3,5.0,5.0,6000000.0,4000000.0,8,8,4.0,6,7,2.0,3,8,8.0
423465022,4,11.0,1.0,1500000.0,0.0,8,1,4.0,2,3,2.0,2,1,2.0
423464921,4,3.0,3.0,500000.0,500000.0,5,1,3.0,2,5,1.0,2,1,3.0
423464132,9,11.0,1.0,2000000.0,0.0,8,2,4.0,4,3,3.0,3,2,4.0
423462735,2,10.0,1.0,3000000.0,0.0,8,5,3.0,4,4,3.0,2,5,6.0
423462235,3,6.0,1.0,5000000.0,0.0,8,5,5.0,4,4,4.0,3,5,5.0
423461597,4,3.0,1.0,2000000.0,0.0,8,3,3.0,4,4,1.0,2,3,2.0
423461577,9,9.0,1.0,5000000.0,0.0,8,3,7.0,1,4,5.0,3,3,6.0
423461040,8,9.0,14.0,4000000.0,0.0,8,3,5.0,3,4,2.0,3,3,6.0
423460853,8,3.0,1.0,500000.0,0.0,2,1,5.0,3,3,2.0,1,1,1.0
423460766,8,12.0,1.0,3608700.0,0.0,8,6,3.0,8,3,5.0,2,6,7.0
423460589,8,6.0,1.0,5534219.0,0.0,8,7,4.0,1,3,4.0,1,7,5.0
423460131,1,1.0,5.0,0.0,4476200.0,8,8,3.0,5,3,1.0,2,8,4.0
423459735,6,3.0,1.0,3000000.0,0.0,8,3,4.0,4,4,4.0,3,3,3.0
423459400,10,9.0,1.0,2000000.0,0.0,8,8,1.0,3,3,2.0,2,8,5.0
423459078,3,5.0,13.0,14000000.0,0.0,8,8,1.0,7,6,5.0,3,8,8.0
423458568,4,13.0,13.0,0.0,0.0,1,1,5.0,3,3,1.0,1,1,1.0
423458488,1,13.0,7.0,0.0,5000000.0,8,8,2.0,6,3,1.0,3,8,6.0
423457950,4,9.0,1.0,3000000.0,0.0,8,3,4.0,3,3,4.0,2,3,7.0
423457896,5,1.0,7.0,0.0,1500000.0,8,1,4.0,1,3,4.0,2,1,1.0
231710011185,2,9.0,1.0,4000000.0,0.0,8,7,3.0,4,4,1.0,4,7,6.0
423457463,2,9.0,1.0,4000000.0,0.0,8,7,3.0,4,4,1.0,4,7,6.0
423457453,8,13.0,1.0,0.0,0.0,1,1,3.0,1,5,1.0,1,1,1.0
423457129,2,3.0,1.0,1500000.0,0.0,8,2,3.0,2,3,1.0,1,2,2.0
423456855,9,6.0,1.0,17298000.0,0.0,8,8,3.0,7,6,5.0,3,8,8.0
423456696,2,5.0,5.0,6167000.0,4321900.0,8,8,4.0,7,5,4.0,4,8,7.0
423456220,8,11.0,1.0,1500000.0,0.0,8,1,5.0,4,1,4.0,1,1,5.0
423455655,9,6.0,14.0,2558750.0,1000000.0,8,6,3.0,1,3,4.0,1,6,3.0
423454969,5,8.0,5.0,4000000.0,4000000.0,8,8,3.0,5,5,4.0,2,8,8.0
423454733,5,10.0,1.0,2500000.0,0.0,8,1,6.0,3,3,4.0,4,1,6.0
423453931,7,6.0,1.0,6500000.0,0.0,8,8,2.0,5,4,4.0,3,8,6.0
423453567,7,6.0,14.0,60690600.0,5500000.0,8,8,4.0,8,6,4.0,4,8,8.0
423453256,9,9.0,1.0,500000.0,0.0,2,1,5.0,1,3,4.0,1,1,2.0
423450886,9,6.0,5.0,2000000.0,4790100.0,8,8,4.0,1,3,4.0,3,8,8.0
423450681,4,3.0,1.0,2000000.0,0.0,8,2,4.0,2,1,4.0,2,2,5.0
423450167,5,12.0,5.0,3747500.0,5751700.0,8,8,3.0,5,4,4.0,2,8,7.0
423450148,5,11.0,1.0,2000000.0,0.0,8,2,4.0,3,3,2.0,3,2,2.0
423449937,4,12.0,5.0,4500000.0,4300200.0,8,7,7.0,6,6,3.0,3,7,6.0
423449710,4,3.0,1.0,2900000.0,0.0,8,5,3.0,2,3,4.0,2,5,3.0
423449636,5,7.0,5.0,1500000.0,4000000.0,8,8,2.0,4,4,4.0,1,8,7.0
423449351,10,9.0,1.0,4000000.0,0.0,8,3,5.0,7,3,3.0,3,3,6.0
423449313,9,1.0,10.0,0.0,2000000.0,8,3,3.0,1,1,3.0,2,3,2.0
423448212,7,6.0,1.0,2000000.0,0.0,8,3,3.0,1,3,4.0,1,3,2.0
423445590,4,3.0,7.0,100.0,100.0,1,1,2.0,2,3,1.0,1,1,3.0
423445140,8,1.0,5.0,0.0,200000.0,1,1,3.0,1,3,5.0,2,1,4.0
423444192,3,6.0,7.0,3500000.0,5000000.0,8,8,5.0,4,4,5.0,3,8,6.0
423443823,9,7.0,13.0,2000000.0,0.0,8,2,4.0,1,1,1.0,1,2,2.0
423443289,7,3.0,5.0,1000000.0,5594600.0,8,8,4.0,3,3,3.0,2,8,5.0
423442875,8,7.0,1.0,3000000.0,0.0,8,8,2.0,4,3,4.0,2,8,6.0
423442788,8,11.0,1.0,2000000.0,0.0,8,5,2.0,1,1,1.0,3,5,4.0
423442656,10,6.0,1.0,3000000.0,0.0,8,8,2.0,5,3,5.0,3,8,3.0
423441393,2,9.0,1.0,2500000.0,0.0,8,4,3.0,8,6,5.0,2,4,6.0
423440116,4,3.0,3.0,1000000.0,1200000.0,8,1,5.0,2,4,1.0,2,1,2.0
423439713,4,3.0,13.0,1500000.0,0.0,8,8,1.0,2,3,4.0,1,8,3.0
423439476,3,5.0,1.0,5294300.0,0.0,8,7,4.0,5,4,1.0,2,7,6.0
423437427,4,3.0,1.0,800000.0,0.0,3,1,5.0,3,3,3.0,2,1,7.0
423436471,4,3.0,3.0,1300000.0,0.0,7,2,2.0,2,4,1.0,2,2,3.0
423436441,8,14.0,14.0,2000000.0,2000000.0,8,7,3.0,1,6,4.0,3,7,7.0
423435939,4,6.0,1.0,2500000.0,0.0,8,4,3.0,3,3,2.0,2,4,7.0
423435204,4,11.0,1.0,2300000.0,0.0,8,1,6.0,3,3,2.0,2,1,4.0
423435024,7,10.0,14.0,3000000.0,1100000.0,8,4,5.0,3,3,1.0,5,4,4.0
423434959,8,3.0,3.0,2000000.0,0.0,8,8,1.0,2,3,4.0,2,8,6.0
423434821,8,13.0,7.0,0.0,2000000.0,8,3,3.0,1,3,1.0,3,3,4.0
423434567,3,6.0,6.0,5000000.0,2500000.0,8,8,5.0,7,6,2.0,4,8,8.0
423433750,2,11.0,1.0,3500000.0,0.0,8,2,7.0,5,4,1.0,3,2,5.0
423433572,10,6.0,1.0,3000000.0,0.0,8,5,3.0,3,3,1.0,2,5,6.0
423432787,9,3.0,3.0,1500000.0,1000000.0,8,8,1.0,3,3,5.0,1,8,6.0
423432669,2,3.0,1.0,2000000.0,0.0,8,2,4.0,3,4,5.0,2,2,3.0
423432468,2,11.0,1.0,2000000.0,0.0,8,3,3.0,3,1,2.0,2,3,3.0
423432050,2,13.0,11.0,0.0,1000000.0,5,2,2.0,2,3,4.0,1,2,1.0
423431413,9,6.0,14.0,2500000.0,1200000.0,8,4,4.0,7,3,5.0,3,4,7.0
423430872,4,9.0,1.0,2500000.0,0.0,8,1,7.0,3,3,5.0,2,1,1.0
423430582,4,11.0,1.0,1400000.0,0.0,7,7,1.0,2,4,5.0,2,7,4.0
423429298,1,5.0,5.0,11327204.0,6717002.0,8,8,4.0,5,6,1.0,3,8,6.0
423428925,8,9.0,1.0,6000000.0,0.0,8,8,4.0,4,6,4.0,2,8,8.0
423428826,2,7.0,1.0,2000000.0,0.0,8,2,4.0,4,3,5.0,2,2,4.0
423428603,5,3.0,5.0,200000.0,4667000.0,8,4,6.0,4,3,5.0,1,4,7.0
423428112,5,13.0,5.0,0.0,4000000.0,8,7,3.0,4,3,3.0,2,7,6.0
423427287,4,9.0,1.0,2500000.0,0.0,8,2,5.0,4,4,2.0,2,2,5.0
423426688,10,5.0,1.0,5426000.0,0.0,8,8,2.0,4,3,3.0,2,8,7.0
423426658,6,9.0,5.0,500000.0,4618900.0,8,8,3.0,3,3,1.0,2,8,4.0
423425921,4,5.0,14.0,5474000.0,0.0,8,5,5.0,4,3,1.0,3,5,7.0
423425896,2,11.0,1.0,1470185.0,0.0,8,1,3.0,3,3,4.0,2,1,2.0
423425464,3,12.0,5.0,2400000.0,4000000.0,8,8,2.0,4,3,1.0,1,8,6.0
423425392,2,6.0,6.0,4473983.0,3459958.0,8,7,6.0,1,4,4.0,3,7,6.0
423424489,2,3.0,1.0,2500000.0,0.0,8,1,6.0,3,3,1.0,2,1,3.0
423423692,7,5.0,5.0,5000000.0,0.0,8,5,5.0,5,3,1.0,2,5,5.0
423423642,4,9.0,5.0,3000000.0,4416700.0,8,8,3.0,4,6,2.0,3,8,8.0
423423063,6,11.0,1.0,2500000.0,0.0,8,4,3.0,3,4,2.0,2,4,3.0
423422872,4,11.0,1.0,2000000.0,0.0,8,1,5.0,2,3,1.0,2,1,2.0
423422546,4,5.0,5.0,4475800.0,5304800.0,8,8,3.0,5,5,1.0,2,8,8.0
423422456,5,11.0,1.0,4390000.0,0.0,8,8,3.0,1,3,2.0,2,8,5.0
423422139,7,6.0,1.0,6352843.0,0.0,8,8,3.0,1,3,4.0,2,8,4.0
423421447,10,6.0,1.0,1800000.0,0.0,8,1,5.0,1,3,3.0,2,1,2.0
423421310,4,3.0,3.0,2000000.0,300000.0,8,3,3.0,2,3,3.0,2,3,2.0
423421082,5,10.0,1.0,20000000.0,6000000.0,8,8,3.0,8,8,5.0,5,8,8.0
231710030874,2,3.0,1.0,2000000.0,0.0,8,5,2.0,2,3,5.0,3,5,3.0
423420359,2,3.0,1.0,2000000.0,0.0,8,5,2.0,2,3,5.0,3,5,3.0
423420320,4,1.0,7.0,0.0,1500000.0,8,1,4.0,1,2,3.0,1,1,2.0
423419932,2,3.0,1.0,1500000.0,0.0,8,3,2.0,4,3,4.0,2,3,3.0
423419823,5,11.0,1.0,1500000.0,0.0,8,1,7.0,2,3,2.0,2,1,1.0
423418613,2,9.0,5.0,3000000.0,5256700.0,8,8,4.0,8,4,2.0,3,8,8.0
423418442,10,9.0,1.0,7000000.0,0.0,8,8,4.0,7,3,1.0,2,8,8.0
423418054,7,6.0,1.0,2500000.0,0.0,8,2,4.0,1,4,3.0,2,2,2.0
423417784,8,12.0,1.0,0.0,0.0,1,1,3.0,1,3,3.0,3,1,2.0
423417467,10,5.0,5.0,5701900.0,3963800.0,8,8,2.0,7,4,2.0,3,8,8.0
423417466,5,12.0,1.0,3000000.0,0.0,8,5,3.0,5,3,1.0,3,5,6.0
423416921,6,6.0,1.0,4650000.0,0.0,8,8,3.0,5,4,5.0,3,8,5.0
423416887,10,13.0,7.0,0.0,1200000.0,6,1,4.0,4,3,1.0,1,1,3.0
423416034,7,12.0,5.0,500000.0,4852900.0,8,8,2.0,3,3,2.0,2,8,5.0
423415977,1,5.0,1.0,5843500.0,0.0,8,8,4.0,7,6,1.0,5,8,6.0
423414436,7,1.0,6.0,0.0,3400000.0,8,6,3.0,1,3,1.0,2,6,4.0
423413435,3,5.0,1.0,4000000.0,0.0,8,3,5.0,5,3,1.0,2,3,5.0
423413410,2,3.0,3.0,1250000.0,500000.0,8,1,6.0,2,3,4.0,1,1,1.0
423412580,7,6.0,6.0,10166034.0,13831701.0,8,8,4.0,6,6,4.0,2,8,7.0
423412462,5,14.0,14.0,1500000.0,500000.0,8,8,1.0,1,1,2.0,1,8,2.0
423412005,4,7.0,5.0,4000000.0,5751700.0,8,8,2.0,5,3,5.0,2,8,8.0
423411867,9,13.0,3.0,0.0,500000.0,2,1,2.0,1,1,2.0,2,1,2.0
423411073,8,3.0,9.0,1500000.0,1500000.0,8,5,3.0,1,4,4.0,3,5,3.0
423410366,4,3.0,1.0,1000000.0,0.0,5,1,5.0,1,3,3.0,2,1,2.0
423409933,4,12.0,5.0,3389000.0,3488600.0,8,8,3.0,5,3,4.0,3,8,7.0
423409744,7,5.0,5.0,3584000.0,4722300.0,8,8,5.0,5,3,5.0,2,8,6.0
423409652,5,6.0,1.0,4570000.0,0.0,8,8,3.0,1,3,1.0,3,8,4.0
423409586,7,9.0,14.0,5000000.0,0.0,8,5,5.0,8,7,1.0,5,5,7.0
423409221,4,3.0,1.0,4000000.0,0.0,8,5,4.0,3,3,4.0,2,5,4.0
423408927,5,11.0,1.0,500.0,0.0,1,1,2.0,1,1,4.0,2,1,1.0
423408816,5,13.0,7.0,0.0,1000000.0,5,1,3.0,1,3,3.0,2,1,4.0
423408605,5,6.0,1.0,3582599.0,0.0,8,4,4.0,3,3,3.0,2,4,3.0
423408528,4,7.0,1.0,1000000.0,0.0,5,1,4.0,2,3,1.0,1,1,3.0
423360715,8,7.0,14.0,1.0,1.0,1,1,3.0,1,4,3.0,2,1,2.0
423408350,8,7.0,14.0,1.0,1.0,1,1,3.0,1,4,3.0,2,1,2.0
423408133,10,6.0,1.0,4000000.0,0.0,8,7,3.0,4,3,3.0,2,7,5.0
423406884,3,10.0,1.0,5000000.0,0.0,8,4,6.0,1,3,3.0,2,4,4.0
423406761,5,5.0,5.0,4193500.0,3500000.0,8,8,4.0,8,4,3.0,3,8,8.0
423017194,4,9.0,1.0,5000000.0,0.0,8,5,5.0,4,3,5.0,2,5,7.0
423406677,4,9.0,1.0,5000000.0,0.0,8,5,5.0,4,3,5.0,2,5,7.0
423406593,2,11.0,1.0,500000.0,0.0,2,1,5.0,3,1,3.0,1,1,1.0
423406580,2,5.0,5.0,4944000.0,4227500.0,8,8,6.0,4,3,1.0,3,8,5.0
423406439,4,14.0,1.0,2000000.0,0.0,8,2,4.0,2,4,3.0,2,2,3.0
423405546,4,3.0,1.0,2000000.0,0.0,8,2,4.0,3,3,1.0,3,2,4.0
423405188,10,1.0,14.0,0.0,6715258.0,8,8,3.0,6,3,4.0,3,8,7.0
423405021,7,5.0,14.0,6000000.0,2000000.0,8,8,1.0,1,3,4.0,2,8,2.0
423405011,7,5.0,5.0,4000000.0,4700000.0,8,8,4.0,4,3,3.0,3,8,6.0
423404915,5,5.0,1.0,8000000.0,0.0,8,8,4.0,7,3,3.0,3,8,8.0
423403543,7,6.0,14.0,43815000.0,0.0,8,8,5.0,8,8,1.0,5,8,8.0
423402767,4,1.0,5.0,0.0,4201200.0,8,5,4.0,4,3,3.0,2,5,7.0
423402211,5,11.0,1.0,2000000.0,0.0,8,1,5.0,1,3,2.0,2,1,3.0
423401321,3,11.0,1.0,1000000.0,0.0,5,1,4.0,2,3,4.0,3,1,3.0
423401221,3,11.0,13.0,2000000.0,0.0,8,5,2.0,2,4,1.0,2,5,3.0
423401203,3,9.0,5.0,1500000.0,5223200.0,8,8,3.0,5,4,3.0,3,8,6.0
423401111,9,5.0,5.0,4020400.0,4010000.0,8,8,3.0,7,4,4.0,3,8,7.0
423400932,4,7.0,1.0,0.0,1000000.0,5,1,4.0,5,3,4.0,2,1,3.0
423400831,7,6.0,1.0,8900000.0,0.0,8,7,7.0,6,6,4.0,3,7,7.0
423399949,7,12.0,1.0,3979100.0,0.0,8,8,2.0,4,4,1.0,2,8,6.0
423399430,9,10.0,10.0,500000.0,2000000.0,8,1,6.0,1,3,5.0,2,1,4.0
423399365,7,11.0,1.0,1000000.0,0.0,5,1,4.0,2,3,1.0,2,1,2.0
423399172,2,14.0,5.0,10000000.0,4000000.0,8,8,3.0,8,6,4.0,5,8,8.0
423399153,2,3.0,3.0,2500000.0,1000000.0,8,4,4.0,2,3,3.0,1,4,2.0
423399028,4,6.0,5.0,1500000.0,4603500.0,8,8,4.0,1,3,2.0,2,8,7.0
423398598,5,5.0,5.0,3500000.0,3000000.0,8,8,2.0,1,3,3.0,2,8,8.0
231710020562,4,3.0,3.0,1500000.0,1500000.0,8,3,4.0,4,4,4.0,2,3,2.0
231710041190,4,3.0,3.0,1500000.0,1500000.0,8,3,4.0,4,4,4.0,2,3,2.0
231710140092,4,3.0,3.0,1500000.0,1500000.0,8,3,4.0,4,4,4.0,2,3,2.0
423333197,4,3.0,3.0,1500000.0,1500000.0,8,3,4.0,4,4,4.0,2,3,2.0
423398270,4,3.0,3.0,1500000.0,1500000.0,8,3,4.0,4,4,4.0,2,3,2.0
423398053,8,13.0,14.0,0.0,2080000.0,8,8,1.0,8,3,1.0,2,8,7.0
423397517,1,5.0,5.0,4500300.0,3973700.0,8,8,5.0,6,6,4.0,2,8,6.0
423396397,5,7.0,1.0,1500000.0,0.0,8,1,5.0,1,3,5.0,3,1,1.0
423395803,1,7.0,14.0,3000000.0,0.0,8,2,5.0,7,3,3.0,2,2,4.0
423394627,10,14.0,6.0,3500000.0,3500000.0,8,6,6.0,5,3,4.0,3,6,8.0
423394469,8,3.0,1.0,1000000.0,0.0,5,1,3.0,3,3,4.0,2,1,2.0
423393139,10,14.0,1.0,2500000.0,0.0,8,4,3.0,1,6,1.0,5,4,5.0
423391165,4,3.0,3.0,1000000.0,0.0,5,5,1.0,2,3,4.0,3,5,2.0
423390648,5,9.0,1.0,4000000.0,0.0,8,3,5.0,5,4,1.0,4,3,6.0
423390230,10,6.0,1.0,5000000.0,0.0,8,5,5.0,4,3,1.0,2,5,5.0
423389148,4,9.0,5.0,5000000.0,1140729.0,8,8,4.0,5,4,4.0,3,8,7.0
423388990,4,5.0,1.0,4722300.0,0.0,8,4,5.0,7,4,5.0,2,4,5.0
423388347,3,5.0,1.0,4800000.0,0.0,8,8,2.0,6,3,1.0,1,8,6.0
423387815,4,7.0,7.0,3000000.0,0.0,8,8,1.0,4,3,4.0,2,8,7.0
423387797,10,14.0,9.0,2000000.0,2000000.0,8,3,5.0,1,3,4.0,2,3,3.0
423387274,4,5.0,1.0,4496600.0,0.0,8,8,3.0,1,3,1.0,2,8,7.0
423387067,7,6.0,1.0,4500000.0,0.0,8,6,4.0,5,4,5.0,2,6,5.0
423386913,9,6.0,1.0,4000000.0,0.0,8,7,3.0,4,4,4.0,2,7,6.0
423386705,2,11.0,1.0,500000.0,0.0,2,1,2.0,1,1,1.0,2,1,1.0
423386375,2,3.0,3.0,1500000.0,500000.0,8,8,1.0,3,4,3.0,2,8,4.0
423386351,2,11.0,1.0,2000000.0,0.0,8,2,4.0,1,1,3.0,3,2,4.0
423386086,5,6.0,6.0,3365000.0,6575000.0,8,8,5.0,3,4,4.0,1,8,7.0
423385447,8,3.0,1.0,2000000.0,0.0,8,1,5.0,2,3,1.0,2,1,2.0
423385211,4,5.0,1.0,3797400.0,0.0,8,4,4.0,3,4,5.0,1,4,6.0
423384856,8,12.0,1.0,0.0,0.0,1,1,5.0,5,5,4.0,2,1,4.0
423384840,7,3.0,3.0,500000.0,300000.0,3,1,2.0,3,3,4.0,2,1,2.0
423384673,4,6.0,1.0,1500000.0,0.0,8,1,4.0,4,4,4.0,1,1,4.0
423384616,7,7.0,1.0,5000000.0,0.0,8,6,4.0,1,3,4.0,1,6,4.0
423383736,4,13.0,9.0,0.0,3500000.0,8,6,3.0,5,1,3.0,3,6,7.0
231710161139,6,11.0,14.0,2750000.0,800000.0,8,6,3.0,3,4,4.0,3,6,3.0
423382475,6,11.0,14.0,2750000.0,800000.0,8,6,3.0,3,4,4.0,3,6,3.0
423381863,10,9.0,9.0,700000.0,200000.0,4,1,4.0,1,3,3.0,2,1,2.0
423380790,7,5.0,5.0,4851700.0,3427100.0,8,8,3.0,7,6,1.0,3,8,8.0
423379866,6,13.0,5.0,0.0,8795000.0,8,8,3.0,7,7,4.0,2,8,5.0
423379591,4,12.0,5.0,4173000.0,4519900.0,8,8,5.0,7,6,3.0,2,8,8.0
423379141,2,3.0,1.0,1700000.0,0.0,8,2,3.0,3,4,2.0,2,2,3.0
423378790,2,9.0,1.0,3500000.0,0.0,8,3,5.0,1,3,4.0,3,3,6.0
423378576,2,9.0,1.0,1000000.0,0.0,5,1,3.0,3,3,4.0,2,1,1.0
423377579,3,14.0,5.0,13670000.0,4000000.0,8,8,7.0,7,7,3.0,3,8,8.0
423377039,9,5.0,1.0,5275700.0,0.0,8,7,4.0,7,4,4.0,3,7,7.0
423376819,9,2.0,1.0,1500000.0,0.0,8,1,5.0,2,3,5.0,2,1,2.0
423374740,5,9.0,1.0,500000.0,0.0,2,1,4.0,1,3,4.0,1,1,1.0
423374509,4,3.0,1.0,500000.0,0.0,2,1,2.0,3,3,4.0,2,1,2.0
423373641,8,6.0,5.0,6000000.0,3500000.0,8,7,7.0,1,5,3.0,2,7,8.0
423372784,5,5.0,5.0,4618900.0,3532600.0,8,8,2.0,7,6,4.0,3,8,8.0
423371019,4,3.0,1.0,1000000.0,0.0,5,1,5.0,2,4,1.0,2,1,1.0
423370840,5,11.0,1.0,4857364.0,0.0,8,8,3.0,5,4,4.0,2,8,7.0
423369675,9,12.0,5.0,4074000.0,4603500.0,8,8,2.0,5,4,3.0,2,8,6.0
423368997,7,11.0,1.0,1500000.0,0.0,8,2,3.0,3,4,4.0,3,2,2.0
423368882,2,6.0,6.0,4200000.0,1200000.0,8,8,1.0,6,4,2.0,2,8,6.0
423368722,2,11.0,1.0,2500000.0,0.0,8,2,4.0,1,3,4.0,3,2,4.0
423368349,2,5.0,1.0,5251400.0,0.0,8,8,2.0,5,4,5.0,3,8,6.0
423367514,2,6.0,13.0,8000000.0,0.0,8,8,5.0,1,3,1.0,2,8,6.0
423367162,3,11.0,1.0,3000000.0,0.0,8,1,7.0,5,3,5.0,3,1,2.0
423367135,7,9.0,1.0,3500000.0,0.0,8,6,3.0,6,3,3.0,3,6,4.0
423365667,10,3.0,1.0,650000.0,0.0,2,1,5.0,1,1,2.0,2,1,1.0
423364213,2,11.0,11.0,1000000.0,1000000.0,8,3,3.0,1,1,3.0,2,3,4.0
423364004,8,9.0,9.0,3000000.0,1500000.0,8,4,5.0,3,3,4.0,2,4,3.0
423363501,9,5.0,1.0,5515100.0,0.0,8,6,5.0,4,3,3.0,3,6,8.0
423363132,10,1.0,5.0,0.0,4181200.0,8,4,5.0,4,4,1.0,3,4,5.0
