no_test,fakultas,pekerjaan_ayah,pekerjaan_ibu,penghasilan_ayah,penghasilan_ibu,total_pendapatan,pendapatan_class,jumlah_tanggungan,kepemilikan_rumah,kendaraan,sekolah,listrik,penghasilan,pajak_mobil,pajak_motor,ukt
423165345,5,9.0,1.0,5000000,0,8,8,2,7,3,1000000,4,8,2000000.0,477000,8
423501065,5,5.0,9.0,5801400,25000000,8,8,1,8,8,500000,3,8,4000000.0,0,8
423568772,5,3.0,1.0,1000000,0,5,1,3,3,3,0,2,1,0.0,200000,3
423144262,5,3.0,1.0,900000,0,4,1,4,3,3,125000,2,1,0.0,150000,4
423449636,5,7.0,5.0,1500000,4000000,8,8,2,4,4,520000,1,8,0.0,300000,7
423464921,4,3.0,3.0,500000,500000,5,1,3,2,5,0,2,1,0.0,200000,3
423214339,4,11.0,7.0,500000,1500000,8,1,5,1,3,0,3,1,0.0,400000,3
423409933,4,12.0,5.0,3389000,3488600,8,8,3,5,3,200,3,8,0.0,250,7
423600077,4,7.0,1.0,2000000,0,8,2,4,7,3,385000,2,5,0.0,2000000,6
423511362,4,3.0,5.0,2000000,4500000,8,7,5,3,3,1000000,2,7,0.0,216000,8
423026372,4,5.0,1.0,5866000,0,8,6,5,4,4,200000,3,6,0.0,200000,7
423518316,4,3.0,3.0,700000,700000,7,1,4,1,1,0,1,1,0.0,0,2
423573909,4,3.0,1.0,1500000,0,8,1,4,3,3,960000,2,2,0.0,178000,7
423625573,4,14.0,1.0,1000000,0,5,1,6,1,3,725000,2,1,0.0,175000,3
423307702,2,14.0,14.0,2000000,1000000,8,2,6,4,3,0,2,2,0.0,150000,6
423326178,2,14.0,1.0,10900000,0,8,8,4,6,6,10000,4,8,2669300.0,342000,7
423323539,2,6.0,1.0,4430384,0,8,4,5,7,3,275000,3,4,0.0,180000,6
423378790,2,9.0,1.0,3500000,0,8,3,5,1,3,450000,3,3,0.0,180000,6
423418613,2,9.0,5.0,3000000,5256700,8,8,4,8,4,300000,3,8,0.0,250000,8
423233828,2,5.0,5.0,5000000,4000000,8,8,3,7,7,650,2,8,500000.0,300,8
423010380,2,5.0,1.0,3227400,0,8,5,3,5,3,100000,2,5,0.0,200000,6
423622281,2,3.0,5.0,500000,3743100,8,8,3,2,1,35000,2,8,0.0,0,6
423215626,2,5.0,5.0,5900000,3900000,8,8,4,6,4,400000,3,8,1655000.0,454500,7
423631025,2,11.0,1.0,500000,0,2,1,4,4,4,0,2,1,0.0,150000,3
423323466,2,5.0,5.0,0,4416000,8,6,4,3,3,0,2,8,0.0,275000,4
423020207,2,11.0,7.0,1000000,500000,8,1,5,3,3,85000,2,1,0.0,270000,3
423625179,2,9.0,6.0,1500000,2700000,8,8,2,2,1,0,2,8,0.0,0,6
423547668,2,3.0,3.0,900000,400000,7,1,4,2,3,0,2,1,0.0,300000,2
423302696,2,3.0,1.0,1000000,0,5,1,3,2,3,80000,2,1,0.0,0,2
423527203,2,5.0,1.0,0,0,1,1,4,3,7,570000,3,1,3000000.0,0,6
423562064,2,6.0,1.0,4680000,0,8,4,5,3,3,150000,3,4,0.0,220000,6
423496377,2,11.0,1.0,2000000,0,8,3,3,4,4,75000,2,3,0.0,186000,4
423121054,2,6.0,14.0,1000000,2500000,8,6,3,1,1,350000,1,6,0.0,0,3
423406580,2,5.0,5.0,4944000,4227500,8,8,6,4,3,165000,3,8,1800000.0,130000,5
423140055,2,12.0,1.0,0,0,1,1,3,5,4,333000,2,1,0.0,98000,5
423360079,2,13.0,3.0,0,1500000,8,1,4,2,4,185,2,1,0.0,0,2
423679797,8,7.0,1.0,4000000,0,8,3,6,1,3,350000,2,3,0.0,1200000,7
423235456,8,14.0,1.0,30000000,0,8,8,11,8,8,1650000,1,8,4000000.0,263000,8
423010842,8,3.0,1.0,1500000,0,8,1,6,1,3,120000,2,1,0.0,160000,2
423048350,8,12.0,12.0,1162000,2310000,8,6,3,3,6,0,2,6,521000.0,0,6
423508558,8,7.0,1.0,1700000,0,8,1,5,1,3,310000,2,1,0.0,0,5
423617249,8,10.0,1.0,3000000,0,8,3,4,5,4,850000,2,3,3000000.0,425000,7
423038740,8,9.0,5.0,2500000,4591400,8,8,3,1,4,500000,3,8,0.0,200000,7
423140102,8,9.0,1.0,1500000,0,8,1,4,2,3,0,2,1,0.0,200000,3
423128473,8,14.0,1.0,2400000,0,8,2,4,1,3,135000,4,2,0.0,166000,5
423445140,8,1.0,5.0,0,2000000,8,3,3,1,3,0,2,1,0.0,335860,4
423192515,8,11.0,1.0,2500000,0,8,4,3,3,4,300000,2,4,0.0,350000,4
423678984,8,9.0,1.0,3000000,0,8,2,5,3,4,75000,1,2,0.0,250000,4
423177595,8,7.0,1.0,1600000,0,8,2,3,3,3,0,3,2,0.0,166500,4
423178302,8,3.0,14.0,2000000,500000,8,8,1,5,4,0,2,8,0.0,250000,6
423593258,8,11.0,1.0,3321000,0,8,2,6,3,3,0,2,2,0.0,210000,3
423026070,8,6.0,1.0,3000000,0,8,1,9,7,5,100000,3,2,0.0,1000000,5
423340257,8,6.0,1.0,4000000,0,8,5,4,1,3,200000,1,5,0.0,120000,6
423528677,8,9.0,9.0,4000000,4000000,8,8,3,5,3,0,2,8,0.0,200000,7
423434959,8,3.0,3.0,2000000,0,8,8,1,2,3,0,2,8,0.0,290000,6
423472625,8,3.0,1.0,3000000,0,8,2,5,5,8,0,2,2,2700000.0,120000,7
423011557,8,11.0,6.0,1200000,1500000,8,3,4,3,3,275000,2,3,0.0,184000,6
423599828,8,5.0,14.0,3901500,1500000,8,8,3,8,4,0,3,8,1300000.0,200000,8
423555700,8,5.0,9.0,8500000,100000000,8,8,4,8,8,1375000,5,8,8000000.0,1000000,8
423527213,8,6.0,1.0,6000000,0,8,8,4,1,1,1200000,4,8,0.0,0,8
423551576,8,11.0,1.0,500000,0,2,1,7,1,3,0,2,1,0.0,120,1
423643433,1,5.0,5.0,5579800,4167800,8,8,5,6,4,485000,2,8,0.0,450000,6
423581106,1,14.0,1.0,2000000,0,8,5,2,3,3,0,2,5,0.0,87000,2
423065568,1,9.0,10.0,1500000,500000,8,2,4,3,4,84000,2,2,0.0,275000,2
423027243,4,7.0,1.0,500000,0,2,1,3,2,3,83000,2,1,0.0,0,1
423074911,4,7.0,1.0,1500000,0,8,2,3,1,3,30000,1,2,0.0,0,2
423406439,4,14.0,1.0,2000000,0,8,2,4,2,4,0,2,2,0.0,0,3
423067176,4,3.0,5.0,1000000,5542800,8,8,3,7,4,0,1,8,0.0,150500,7
423154010,8,1.0,11.0,0,1500000,8,1,5,2,3,50,3,1,0.0,250,3
423120384,8,6.0,1.0,15000000,0,8,8,3,6,6,1400000,4,8,2000000.0,300000,8
423244216,8,9.0,1.0,1500000,0,8,1,4,1,1,0,1,1,0.0,0,4
423072741,8,6.0,1.0,5080000,0,8,8,3,4,3,75000,3,8,0.0,285000,8
423190001,8,6.0,1.0,4000000,0,8,7,3,2,3,400000,2,7,200000.0,300000,6
423201114,8,11.0,1.0,2000000,0,8,1,5,1,3,150000,2,1,0.0,0,4
423004559,9,6.0,1.0,8000000,0,8,8,5,6,6,200000,2,8,2000000.0,4000000,8
423337743,9,3.0,1.0,1000000,0,5,1,4,4,4,200,2,1,0.0,250,3
423508582,9,11.0,5.0,1000000,4667800,8,8,2,5,6,50000,3,8,1600000.0,300000,8
423570312,9,6.0,7.0,4000000,500000,8,3,6,1,3,0,3,3,0.0,500000,4
423461577,9,9.0,1.0,5000000,0,8,3,7,1,4,200000,3,3,0.0,220000,6
423607066,9,11.0,1.0,1500000,0,8,1,6,1,1,0,1,1,0.0,0,2
423204360,9,7.0,14.0,500000,0,2,1,3,3,3,30000,1,1,0.0,0,3
423425921,4,5.0,14.0,5474000,0,8,5,5,4,3,300000,3,5,0.0,200000,7
423262464,4,3.0,1.0,2000000,0,8,1,5,4,4,60000,1,1,0.0,281200,4
423020176,4,6.0,1.0,7144642,0,8,8,4,5,5,500000,4,8,2000000.0,300000,8
423422546,4,5.0,5.0,4475800,5304800,8,8,3,5,5,0,2,8,1450000.0,398500,8
423340321,4,11.0,1.0,2000000,0,8,2,4,2,3,200000,2,3,0.0,250000,4
423629223,2,6.0,9.0,2000000,1500000,8,6,3,1,3,0,2,6,0.0,300000,4
423019183,2,11.0,13.0,1500000,0,8,2,3,1,3,350000,1,2,0.0,250000,4
423313955,2,5.0,1.0,4680200,0,8,4,5,4,4,330000,3,4,0.0,660000,6
423457129,2,3.0,1.0,1500000,0,8,2,3,2,3,0,1,2,0.0,0,2
423216165,2,6.0,1.0,2075414,0,8,1,5,7,6,450000,3,1,500000.0,194000,6
423495101,2,6.0,1.0,3000000,0,8,8,1,6,3,75000,3,8,0.0,250000,5
423399172,2,14.0,5.0,10000000,4000000,8,8,3,8,6,0,5,8,2500000.0,380000,8
423212464,2,6.0,1.0,3000000,0,8,5,3,5,4,75000,2,5,0.0,340000,6
423099523,2,6.0,6.0,2900000,2000000,8,6,4,1,3,150000,2,6,0.0,230000,4
423155586,2,9.0,1.0,2500000,0,8,2,5,3,3,0,2,2,0.0,200000,4
423137638,2,3.0,1.0,3000000,0,8,5,3,4,4,0,1,5,0.0,450000,5
423197053,2,11.0,1.0,1500000,0,8,2,3,3,3,250000,3,2,0.0,194000,4
423103670,2,13.0,5.0,0,1311433,7,3,2,7,6,450000,3,3,1362250.0,316500,6
423664564,2,6.0,5.0,2500000,4619900,8,8,4,7,3,450000,3,8,0.0,163500,7
423420359,2,3.0,1.0,2000000,0,8,5,2,2,3,0,3,5,0.0,150000,3
423234447,2,6.0,1.0,3500000,0,8,6,3,1,3,700000,3,6,0.0,250000,6
423042532,2,9.0,6.0,1300000,500000,8,2,3,4,3,0,2,2,0.0,146000,3
423600086,2,5.0,5.0,4500000,3698500,8,8,2,5,3,350000,2,8,3500000.0,25000,6
423103973,9,5.0,5.0,3591200,3861000,8,8,2,4,4,450000,1,8,0.0,295000,8
423312311,9,6.0,1.0,12000000,0,8,8,4,2,6,30000,5,8,2400000.0,180000,8
423097474,2,9.0,1.0,2000000,0,8,2,4,1,1,150000,2,2,0.0,0,3
423513065,9,11.0,1.0,2500000,0,8,2,4,1,3,0,2,2,0.0,0,2
423027689,9,5.0,7.0,0,1500000,8,3,2,1,3,150000,3,3,0.0,0,3
423066843,9,11.0,1.0,4000000,0,8,8,2,7,3,300000,3,8,0.0,225000,7
423464132,9,11.0,1.0,2000000,0,8,2,4,4,3,125000,3,2,0.0,0,4
423003412,9,6.0,1.0,3776442,0,8,7,3,5,3,100000,4,7,0.0,100000,7
423564805,2,3.0,3.0,2000000,1590900,8,1,8,1,1,40000,1,1,0.0,0,3
423134833,9,3.0,5.0,2000000,5000000,8,8,1,4,4,130000,1,8,0.0,195000,8
423368722,2,11.0,1.0,2500000,0,8,2,4,1,3,0,3,2,0.0,175000,4
423200412,9,3.0,3.0,500000,500000,5,1,4,2,3,90000,2,1,0.0,200000,2
423496250,2,11.0,1.0,2000000,0,8,3,3,4,4,75000,2,3,0.0,186000,4
423450886,9,6.0,5.0,2000000,4790100,8,8,4,1,3,1200000,3,8,0.0,250000,8
423519371,2,2.0,1.0,1000000,0,5,1,3,2,4,50000,2,1,0.0,200000,3
423462735,2,10.0,1.0,3000000,0,8,5,3,4,4,200000,2,5,0.0,400000,6
423432050,2,13.0,11.0,0,1000000,5,2,2,2,3,40000,1,2,0.0,125000,1
423678668,2,11.0,10.0,1000000,1000000,8,1,5,4,2,0,1,1,0.0,0,3
423661778,2,6.0,1.0,10900000,0,8,8,4,5,4,450000,3,8,0.0,198000,7
423498422,2,5.0,5.0,5304800,3909700,8,8,6,6,4,200000,3,8,647000.0,128000,6
423360110,2,11.0,1.0,2500000,0,8,2,5,5,1,100000,2,2,0.0,0,3
423386351,2,11.0,1.0,2000000,0,8,2,4,1,1,300000,3,2,0.0,0,4
423056855,2,9.0,6.0,3000000,13757572,8,8,5,1,1,150000,3,8,0.0,222500,8
423572514,2,6.0,1.0,2700000,0,8,4,3,1,3,500000,2,4,0.0,0,6
423076174,9,6.0,1.0,8520000,0,8,8,5,4,4,100000,3,8,1795500.0,269000,8
423029047,6,1.0,1.0,0,0,1,1,5,5,4,330000,3,1,0.0,200000,4
423102769,9,3.0,14.0,2500000,0,8,2,5,3,4,0,2,2,0.0,0,4
423119777,9,9.0,1.0,5000000,0,8,8,3,1,3,0,3,8,0.0,220000,7
423399430,9,10.0,10.0,500000,2000000,8,1,6,1,3,300000,2,1,0.0,85000,4
423348234,9,6.0,10.0,1300000,1000000,8,6,2,5,3,80000,2,6,0.0,2016,5
423311701,9,8.0,1.0,3000000,0,8,8,1,3,3,120000,1,8,0.0,200000,6
423453256,9,9.0,1.0,500000,0,2,1,5,1,3,0,1,1,0.0,168000,2
423492569,9,11.0,1.0,2000000,0,8,1,6,5,3,200000,2,1,0.0,300000,5
423449313,9,1.0,10.0,0,2000000,8,3,3,1,1,0,2,3,0.0,0,2
423123841,9,13.0,1.0,0,1000000,5,2,2,6,3,70000,3,5,0.0,200000,3
423074880,9,11.0,1.0,3500000,0,8,2,6,1,3,0,2,2,0.0,380000,4
423096465,9,9.0,7.0,1000000,500000,8,1,5,3,3,0,1,1,800000.0,200000,2
423226039,9,9.0,1.0,4000000,0,8,3,5,1,3,100000,3,3,0.0,150000,3
423363501,9,5.0,1.0,5515100,0,8,6,5,4,3,0,3,6,0.0,130000,8
423191826,9,7.0,14.0,500000,0,2,1,4,1,1,120000,2,1,0.0,0,1
423654545,9,11.0,1.0,1000000,0,5,1,5,3,3,100000,1,1,0.0,158000,2
423626367,9,14.0,5.0,500000,4888400,8,8,1,4,4,60000,3,8,0.0,485500,6
423566604,9,6.0,1.0,2700000,0,8,4,3,2,3,100000,2,4,0.0,185000,4
423083587,9,9.0,1.0,1000000,0,5,1,5,2,3,0,1,1,0.0,0,2
423539721,9,7.0,1.0,3500000,0,8,2,6,1,3,500000,3,2,0.0,150000,4
423001569,9,6.0,1.0,3000000,0,8,3,4,4,3,0,3,3,0.0,183500,4
423139598,9,11.0,1.0,3249500,0,8,5,3,1,3,0,1,5,0.0,0,4
423558040,9,11.0,1.0,2500000,0,8,4,3,2,1,120000,2,4,0.0,0,4
423572548,9,11.0,1.0,1000000,0,5,1,3,3,3,100000,2,1,0.0,192500,2
423597523,9,6.0,1.0,2000000,0,8,1,5,1,3,85000,2,1,0.0,200000,3
423070794,9,14.0,14.0,3700000,0,8,4,4,1,3,90000,1,4,0.0,400000,6
423582158,2,6.0,1.0,3000000,0,8,3,4,4,4,425000,2,3,0.0,0,6
423056879,2,5.0,1.0,4436100,0,8,4,5,7,4,0,3,4,0.0,400000,6
423111411,2,11.0,11.0,350000,350000,3,1,2,2,3,0,2,1,0.0,0,1
423551161,2,5.0,1.0,15653641,0,8,8,3,7,8,1055000,2,8,3056750.0,176000,8
423099799,2,6.0,1.0,16000000,0,8,8,3,5,3,0,2,8,0.0,200000,6
423657471,2,5.0,6.0,10611400,2974393,8,8,1,3,4,0,5,8,900000.0,185000,6
423356477,2,5.0,14.0,5037000,2000000,8,8,3,3,3,200000,1,8,0.0,228500,6
423491393,2,5.0,1.0,3743100,0,8,6,3,5,4,0,3,6,0.0,210500,6
423050548,2,3.0,3.0,700000,700000,7,1,3,5,3,400000,3,1,0.0,238000,6
423189638,2,9.0,5.0,500000,1000000,8,3,2,3,6,0,1,3,1800000.0,200000,6
423315346,2,6.0,1.0,5700000,0,8,6,5,1,3,100000,2,6,0.0,200000,6
423564408,2,3.0,1.0,1500000,0,8,3,2,3,3,0,2,3,0.0,280000,4
423335265,2,11.0,1.0,1500000,0,8,1,5,4,3,50000,2,1,0.0,250000,3
423118668,2,12.0,1.0,1500000,0,8,1,4,1,3,230000,2,1,0.0,240000,3
423121993,2,5.0,14.0,5000000,500000,8,7,4,4,4,200000,3,7,0.0,173000,6
423586002,2,9.0,1.0,2000000,0,8,3,3,4,3,300000,2,3,0.0,150000,5
423368882,2,6.0,6.0,4200000,1200000,8,8,1,6,4,0,2,8,0.0,355000,6
423367514,2,6.0,13.0,8000000,0,8,8,5,1,3,0,2,8,2500000.0,273000,6
423236870,9,13.0,7.0,0,1000000,5,1,3,1,1,35000,1,1,0.0,0,1
423262093,9,3.0,3.0,1000000,300000,7,1,3,2,3,60000,4,2,2.565,1,3
423027906,9,6.0,1.0,4050000,0,8,4,5,2,3,0,2,4,0.0,0,6
423655611,9,5.0,1.0,7695100,0,8,8,4,5,4,0,2,8,0.0,360000,8
423216019,9,6.0,5.0,9000000,4126400,8,8,2,6,6,5000,3,8,2000000.0,150000,8
423567649,9,5.0,5.0,6895000,4500000,8,8,4,7,4,250000,4,8,1800000.0,600000,8
423020690,9,11.0,1.0,1500000,0,8,2,3,4,4,100000,3,2,0.0,393400,4
423443823,9,7.0,13.0,2000000,0,8,2,4,1,1,70000,1,2,0.0,0,2
423001981,9,6.0,1.0,19560000,0,8,8,5,3,3,1768000,3,8,0.0,396000,8
423094829,9,3.0,1.0,1500000,0,8,1,5,3,5,0,2,1,0.0,225000,4
423147991,9,6.0,14.0,4347568,0,8,5,4,3,3,0,2,5,0.0,140000,6
423501207,9,6.0,6.0,8000000,2775000,8,8,3,6,4,595000,3,8,0.0,500000,8
423559684,9,3.0,1.0,1000000,0,5,1,5,1,1,0,1,1,0.0,0,1
423154906,9,5.0,1.0,5000000,0,8,4,6,5,4,577500,2,4,0.0,300000,7
423637217,9,6.0,1.0,14000000,0,8,8,6,1,3,275000,3,8,0.0,135000,8
423193289,9,11.0,1.0,1000000,0,5,2,2,1,3,0,1,2,0.0,0,2
423167497,9,14.0,14.0,0,0,1,1,1,2,1,170,2,1,0.0,0,2
423596059,9,3.0,3.0,500000,200000,3,1,2,2,3,0,2,1,0.0,0,2
423431413,9,6.0,14.0,2500000,1200000,8,4,4,7,3,270000,3,4,3000000.0,350000,7
423344580,9,12.0,1.0,900000,0,4,1,4,1,1,300000,2,1,0.0,0,3
423401111,9,5.0,5.0,4020400,4010000,8,8,3,7,4,300000,3,8,0.0,650000,7
423528269,9,13.0,14.0,0,5000000,8,8,1,7,7,450000,3,8,2331000.0,0,8
423502563,9,6.0,14.0,1500000,4200000,8,6,5,1,3,134000,2,6,0.0,274460,6
423563577,9,6.0,1.0,4000000,0,8,5,4,4,3,150000,3,5,0.0,226875,6
423110376,9,11.0,1.0,4000000,0,8,7,3,1,3,200000,2,7,0.0,200000,4
423209971,9,3.0,3.0,1500000,1500000,8,2,5,2,3,346900,1,2,0.0,60000,5
423386913,9,6.0,1.0,4000000,0,8,7,3,4,4,300000,2,7,0.0,250000,6
423247487,9,11.0,1.0,1000000,0,5,1,4,1,3,250000,2,1,0.0,156000,3
423071167,9,5.0,1.0,2785700,0,8,7,2,1,3,0,2,7,0.0,400000,5
423562236,9,6.0,5.0,2300000,4667800,8,8,4,7,3,1400000,2,8,1200000.0,215000,8
423208869,9,3.0,1.0,1000000,0,5,1,3,2,3,0,2,1,0.0,0,3
423594245,9,11.0,1.0,1500000,0,8,1,4,1,3,65000,2,1,0.0,0,2
423143655,9,12.0,1.0,2500000,0,8,4,3,6,6,0,3,4,2800000.0,265000,5
423252027,9,6.0,1.0,5000000,0,8,8,3,1,6,1200000,5,8,2000000.0,0,7
423638583,9,6.0,1.0,5000000,0,8,4,6,7,4,0,2,4,0.0,1000000,5
423131495,9,3.0,1.0,3000000,0,8,2,5,3,3,87000,2,2,0.0,348000,3
423487799,9,5.0,13.0,3553900,0,8,6,3,1,3,250000,4,6,0.0,143000,4
423633038,9,13.0,1.0,0,1000000,5,2,2,4,3,0,2,2,0.0,180000,3
423022189,9,6.0,5.0,9176182,4591504,8,8,6,1,6,450000,2,8,1800000.0,135000,8
423059571,9,3.0,1.0,3000000,0,8,8,2,3,3,167000,3,8,0.0,376000,4
423369675,9,12.0,5.0,4074000,4603500,8,8,2,5,4,208000,2,8,0.0,375000,6
423228221,9,12.0,5.0,3426600,5431900,8,8,3,5,4,150000,3,8,2000000.0,200000,6
423072673,9,6.0,1.0,10014542,0,8,8,3,5,4,0,3,8,0.0,210000,6
423285735,9,11.0,1.0,1500000,0,8,1,4,1,3,50000,2,1,0.0,167000,2
423088421,9,12.0,1.0,4688900,0,8,8,3,5,2,185000,2,8,0.0,212000,5
423618744,9,11.0,1.0,3500000,0,8,4,4,1,4,300000,3,4,0.0,200000,3
423121563,9,12.0,13.0,4362000,1500000,8,8,3,5,3,1400000,3,8,1900000.0,212000,6
423356949,9,6.0,1.0,5367655,0,8,5,5,7,3,1375000,3,5,2000000.0,200000,7
423008098,9,5.0,1.0,5748400,0,8,8,4,4,5,550000,2,8,0.0,250000,7
423298114,9,14.0,1.0,8700000,0,8,8,4,7,4,700000,4,8,0.0,379000,8
423314898,9,5.0,5.0,2583932,3622100,8,6,5,4,6,450000,3,6,1950000.0,0,6
423570302,9,6.0,1.0,2877440,0,8,3,4,7,4,475000,2,3,0.0,125000,5
423456855,9,6.0,1.0,17298000,0,8,8,3,7,6,1250000,3,8,2200000.0,200000,8
423377039,9,5.0,1.0,5275700,0,8,7,4,7,4,500000,3,7,2050000.0,185000,7
423665366,9,1.0,6.0,0,1750000,8,1,4,1,1,550000,3,1,0.0,0,3
423099637,4,3.0,3.0,2000000,1000000,8,2,5,3,3,0,2,5,0.0,150000,4
423140635,4,3.0,1.0,4000000,0,8,5,4,4,5,300000,5,7,0.0,0,7
423436471,4,3.0,3.0,1300000,0,7,1,4,2,4,100000,2,2,0.0,2750000,3
423405546,4,3.0,1.0,2000000,0,8,2,4,3,3,400000,3,2,0.0,250000,4
423412005,4,7.0,5.0,4000000,5751700,8,8,3,5,3,167000,2,8,2500000.0,150000,8
423212711,4,5.0,1.0,6241500,0,8,6,5,4,3,166000,4,6,1800000.0,180000,7
423301336,4,6.0,6.0,2500000,2500000,8,8,3,3,4,322500,3,8,0.0,168000,7
423066632,4,3.0,1.0,1500000,0,8,1,5,4,4,0,2,2,0.0,0,3
423287603,4,11.0,1.0,3000000,0,8,2,5,1,3,350000,1,2,0.0,200000,4
423358777,4,12.0,1.0,3000000,0,8,2,5,5,5,0,2,2,0.0,733000,6
423457950,4,9.0,1.0,3000000,0,8,3,4,3,3,500000,2,3,0.0,350000,7
423435939,4,6.0,1.0,2500000,0,8,4,3,3,3,700000,2,4,0.0,120000,7
423387274,4,5.0,1.0,4496600,0,8,8,3,1,3,275000,2,8,0.0,198500,7
423409221,4,3.0,1.0,1500000,0,8,1,4,3,3,155000,2,5,0.0,0,4
423144166,4,9.0,5.0,6500000,5000000,8,8,5,7,6,450000,3,8,4300000.0,0,8
423029204,4,9.0,1.0,5000000,0,8,5,5,4,6,650000,1,5,1200000.0,125000,6
423242020,4,11.0,11.0,1500000,1400000,8,2,5,2,4,0,1,5,0.0,200000,4
423600819,4,6.0,1.0,3515000,0,8,4,4,1,3,100000,1,8,0.0,400000,5
423183795,4,11.0,1.0,1800000,0,8,2,3,3,3,150,3,4,0.0,300000,4
423186164,4,13.0,13.0,3528694,0,8,4,4,3,4,166000,2,1,0.0,2016,4
423282455,4,3.0,6.0,500000,2346000,8,3,4,1,3,0,2,1,0.0,0,3
423440116,4,3.0,3.0,1000000,1200000,8,1,5,2,4,0,2,1,0.0,220,2
423121148,4,13.0,14.0,0,650000,2,1,3,1,3,81,2,1,0.0,0,2
423156493,4,3.0,3.0,500000,500000,5,1,5,2,1,85000,2,1,0.0,0,2
423208480,4,11.0,1.0,1200000,0,6,1,6,1,3,0,2,1,0.0,68000,3
423273267,4,2.0,3.0,750000,500,3,1,5,2,3,0,3,1,0.0,0,2
423495166,4,11.0,1.0,1500000,0,8,2,3,2,3,75000,1,3,0.0,165000,3
423385211,4,5.0,1.0,3797400,0,8,3,5,3,4,100000,1,4,0.0,360000,6
423134209,4,5.0,14.0,3559000,2860000,8,8,3,3,3,1000000,2,8,0.0,207500,8
423245352,4,3.0,1.0,500000,0,2,1,4,2,4,0,3,1,0.0,0,3
423402767,4,1.0,5.0,0,4201200,8,5,4,4,3,200000,2,5,0.0,150000,7
423555830,4,9.0,1.0,20000000,0,8,8,5,7,4,1375000,2,8,3000000.0,300000,8
423537099,4,5.0,5.0,4831000,3423900,8,8,4,3,4,0,2,8,0.0,400000,8
423014905,4,3.0,5.0,3000000,4745000,8,8,4,4,3,950000,2,8,0.0,0,8
423204233,4,3.0,1.0,1500000,0,8,1,4,2,3,96000,2,1,0.0,200000,3
423481182,4,7.0,1.0,1500000,0,8,1,5,2,4,45000,1,1,0.0,0,3
423300831,4,9.0,5.0,2500000,4741891,8,8,5,1,3,600000,3,8,0.0,25000,8
423423642,4,9.0,5.0,3000000,4416700,8,8,5,4,6,300000,3,8,2800000.0,250000,8
423037914,4,9.0,1.0,4000000,0,8,3,5,6,4,300000,3,7,0.0,277,7
423010300,4,5.0,5.0,5293600,4638700,8,8,3,7,3,450000,3,8,4000000.0,600000,8
423498321,4,7.0,1.0,2000000,0,8,2,4,5,3,83000,1,2,0.0,0,4
423342336,4,3.0,11.0,1500000,500000,8,2,4,2,5,50000,1,2,0.0,0,3
423498057,4,3.0,1.0,1500000,0,8,2,3,3,3,0,1,2,0.0,185000,3
423210332,4,11.0,1.0,2500000,0,8,4,3,3,3,0,2,4,0.0,177000,4
423547338,4,9.0,1.0,2500000,0,8,4,3,4,3,0,1,4,0.0,120000,4
423526078,4,5.0,1.0,4478300,0,8,3,6,1,4,110000,3,3,0.0,210500,6
423662842,4,3.0,1.0,1500000,0,8,1,4,1,3,0,2,1,0.0,0,3
423123674,4,1.0,13.0,3000000,0,8,8,2,4,3,200000,3,1,0.0,150000,6
423196127,4,6.0,1.0,3800000,0,8,4,4,4,3,200000,3,4,0.0,130000,6
423098523,4,11.0,1.0,1000000,0,5,1,3,1,1,0,2,1,0.0,0,2
423260014,4,6.0,14.0,2400000,0,8,2,4,3,4,100000,1,2,0.0,213000,3
423234647,4,11.0,1.0,2000000,0,8,1,5,1,3,100000,2,2,0.0,373000,3
423244811,4,10.0,14.0,2000000,2692598,8,6,4,6,3,150000,2,6,0.0,200000,7
423178207,4,9.0,5.0,2500000,3500000,8,6,5,5,4,0,2,6,0.0,197000,7
423435204,4,11.0,1.0,2300000,0,8,1,6,3,3,700000,2,1,0.0,120000,4
423208557,4,6.0,1.0,3545301,0,8,3,5,4,3,330000,2,3,1875500.0,100000,6
423219679,2,6.0,1.0,4000000,0,8,7,3,5,5,280000,3,7,0.0,250000,7
423491219,2,14.0,1.0,2000000,0,8,1,5,5,3,330000,2,1,0.0,200000,6
423222560,2,13.0,14.0,0,1500000,8,8,1,7,1,450000,3,8,0.0,0,6
423335969,2,14.0,1.0,3000000,0,8,3,4,3,4,0,2,3,2300000.0,300000,6
423610013,2,6.0,1.0,4800000,0,8,6,4,5,3,400000,2,6,0.0,1950000,6
423543732,2,3.0,1.0,2000000,0,8,1,5,4,3,0,2,1,1100000.0,300000,5
423119718,2,9.0,9.0,3000000,2000000,8,6,4,7,4,216000,5,6,300000.0,200000,8
423551425,2,6.0,1.0,2500000,0,8,2,4,4,4,0,2,2,0.0,0,5
423559856,4,9.0,1.0,1500000,0,8,2,3,3,4,80000,2,2,0.0,174500,4
423102343,4,6.0,5.0,3025000,8102600,8,8,4,5,4,60000,4,8,2960000.0,450000,8
423137165,4,3.0,1.0,1500000,0,8,2,3,3,4,0,2,2,0.0,300000,4
423406677,4,9.0,1.0,5000000,0,8,5,5,4,3,300000,2,5,0.0,200000,7
423183237,4,9.0,1.0,3432960,0,8,4,4,2,3,0,1,6,0.0,373000,6
423359288,4,3.0,3.0,1600000,1100000,8,1,8,3,3,0,2,1,0.0,214500,2
423351909,4,3.0,3.0,1000000,1000000,8,1,7,2,3,86,2,1,0.0,0,2
